version,fork,shape,size,ns,bytes,count,equivalent
current,4,bare_concat,8192,408880,450103.040,8192,true
current,4,array_mybatis,4096,389969.231,1038351.692,4096,true
current,4,bare_concat,1024,50539.216,46440,1024,true
current,4,bare_concat,4096,197614.815,158072,4096,true
current,4,where_mybatis,16,10764.600,18040,16,true
current,4,array_mybatis,256,24622.084,58232,256,true
current,4,array_positional,4096,26686.301,57976,4096,true
current,4,where_named,2,1325.342,2032,2,true
current,4,deep_unary,8192,889538.462,1199608.615,1,true
current,4,cached_positional_same,2,12.345,0,2,true
current,4,cached_positional_equal,2,15.986,0,2,true
current,4,cached_named_same,2,11.854,0,2,true
current,4,cached_named_equal,2,16.064,0,2,true
current,5,deep_unary,1024,112847.872,145400,1,true
current,5,no_parameters,0,1052.344,1184,0,true
current,5,array_positional,1024,6794.589,14968,1024,true
current,5,where_positional,2,1430.029,1624,2,true
current,5,array_mybatis,4096,390739.286,1037720,4096,true
current,5,array_named,256,11776.299,26440,256,true
current,5,where_named,2,1322.803,2032,2,true
current,5,array_named,8192,410989.474,986607.579,8192,true
current,5,array_positional,256,2302.727,4216,256,true
current,5,deep_unary,8192,837492.308,1199608.615,1,true
current,5,where_mybatis,2,1975.098,3024,2,true
current,5,json_constructor,1,1311.035,1336,1,true
current,5,join_named,4,3437.305,4392,4,true
current,5,deep_unary,256,27745.130,37560,1,true
current,5,where_positional,128,41333.936,39944,128,true
current,5,array_mybatis,8192,778300,2164430.667,8192,true
current,5,bare_concat,256,13149.741,10605.098,256,true
current,5,bare_concat,8192,401773.077,450128.308,8192,true
current,5,where_mybatis,16,10695.117,18040,16,true
current,5,array_named,4096,200196.970,453056,4096,true
current,5,join_positional,4,3824.121,4008,4,true
current,5,bare_concat,4096,198032.692,158072,4096,true
current,5,where_named,16,5785.010,9632,16,true
current,5,jdbc_escape,1,1483.350,1368,1,true
current,5,quoted_and_comments,2,1706.006,1432,2,true
current,5,array_mybatis,1024,102454.717,280920,1024,true
current,5,geometric_cast,1,1107.666,1088,1,true
current,5,array_mybatis,256,23936.126,58232,256,true
current,5,array_positional,8192,59524.444,213752,8192,true
current,5,where_positional,16,5868.994,5680,16,true
current,5,bare_concat,1024,53013.300,46440,1024,true
current,5,array_positional,4096,26078.413,57976,4096,true
current,5,json_operator,1,1517.041,1320,1,true
current,5,array_named,1024,46625.926,104680,1024,true
current,5,deep_unary,4096,424529.167,576664,1,true
current,5,join_mybatis,4,4730.176,6688,4,true
current,5,cached_positional_same,2,13.818,0,2,true
current,5,cached_positional_equal,2,17.531,0,2,true
current,5,cached_named_same,2,13.120,0,2,true
current,5,cached_named_equal,2,17.374,0,2,true
baseline_common8,1,array_positional,4096,35823.333,25144,0,false
baseline_common8,1,array_mybatis,1024,2635962.500,27681512,1024,true
baseline_common8,1,quoted_and_comments,2,1903.711,1192,2,true
baseline_common8,1,array_named,4096,275118.750,395776,4096,true
baseline_common8,1,no_parameters,0,1467.480,1248,0,true
baseline_common8,1,where_positional,16,10764.453,5224,16,true
baseline_common8,1,deep_unary,256,59188.024,33048,1,true
baseline_common8,1,array_positional,1024,9366.626,6712,0,false
baseline_common8,1,array_named,256,16004.762,22776,256,true
baseline_common8,1,json_constructor,1,1630.273,1136,0,false
baseline_common8,1,where_positional,128,82779.492,35904,128,true
baseline_common8,1,array_mybatis,8192,146752950,1814143276,8192,true
baseline_common8,1,geometric_cast,1,1667.041,792,1,true
baseline_common8,1,array_positional,8192,80338.333,148015.133,0,false
baseline_common8,1,where_mybatis,2,3049.219,2600,2,true
baseline_common8,1,bare_concat,256,22389.500,3296,1,false
baseline_common8,1,where_positional,2,1872.461,1456,2,true
baseline_common8,1,deep_unary,4096,922800,510648,1,true
baseline_common8,1,array_positional,256,2871.344,2109.121,0,false
baseline_common8,1,where_named,16,12496.289,7960,16,true
baseline_common8,1,bare_concat,1024,85512.069,11360,1,false
baseline_common8,1,join_positional,4,5646.240,3824,4,true
baseline_common8,1,deep_unary,8192,1844666.667,1066566.667,1,true
baseline_common8,1,array_mybatis,4096,37427500,453545136,4096,true
baseline_common8,1,where_named,2,2272.754,1816,2,true
baseline_common8,1,array_mybatis,256,252418.750,1777560,256,true
baseline_common8,1,jdbc_escape,1,2069.629,1176,1,true
baseline_common8,1,bare_concat,8192,678475,134813.500,1,false
baseline_common8,1,array_named,8192,563752.632,871191.579,8192,true
baseline_common8,1,deep_unary,1024,231965.909,128568,1,true
baseline_common8,1,bare_concat,4096,334946.667,43616,1,false
baseline_common8,1,array_named,1024,64340,87088,1024,true
baseline_common8,1,join_mybatis,4,7543.896,5896,4,true
baseline_common8,1,json_operator,1,1692.676,1128,1,true
baseline_common8,1,where_mybatis,16,17584.814,15040,16,true
baseline_common8,1,join_named,4,6014.795,3968,4,true
baseline_common8,1,cached_positional_same,2,12.497,0,2,true
baseline_common8,1,cached_positional_equal,2,16.086,0,2,true
baseline_common8,1,cached_named_same,2,11.952,0,2,true
baseline_common8,1,cached_named_equal,2,15.786,0,2,true
baseline_common8,2,array_named,8192,572705.263,871191.579,8192,true
baseline_common8,2,where_mybatis,16,17567.578,15040,16,true
baseline_common8,2,deep_unary,8192,1884420,1066019.200,1,true
baseline_common8,2,bare_concat,256,22618.788,3296,1,false
baseline_common8,2,deep_unary,1024,230402.632,128568,1,true
baseline_common8,2,where_positional,128,82597.314,35904,128,true
baseline_common8,2,where_positional,16,10847.217,5224,16,true
baseline_common8,2,array_named,256,16081.728,22776,256,true
baseline_common8,2,quoted_and_comments,2,1878.027,1192,2,true
baseline_common8,2,join_mybatis,4,7523.633,5896,4,true
baseline_common8,2,where_named,16,12230.176,7960,16,true
baseline_common8,2,deep_unary,256,59067.568,33048,1,true
baseline_common8,2,json_operator,1,1655.225,1128,1,true
baseline_common8,2,jdbc_escape,1,2009.521,1176,1,true
baseline_common8,2,array_named,4096,283341.026,395776,4096,true
baseline_common8,2,array_mybatis,1024,2673525,27681512,1024,true
baseline_common8,2,array_positional,1024,9239.197,6712,0,false
baseline_common8,2,array_mybatis,256,290503.704,1777560,256,true
baseline_common8,2,array_mybatis,8192,147013750,1814143276,8192,true
baseline_common8,2,bare_concat,4096,336266.667,43616,1,false
baseline_common8,2,where_named,2,2248.145,1816,2,true
baseline_common8,2,geometric_cast,1,1603.809,792,1,true
baseline_common8,2,array_mybatis,4096,37034100,453545136,4096,true
baseline_common8,2,join_positional,4,5528.369,3824,4,true
baseline_common8,2,array_named,1024,64517.901,87088,1024,true
baseline_common8,2,array_positional,8192,82185.217,148009.183,0,false
baseline_common8,2,where_mybatis,2,2902.588,2600,2,true
baseline_common8,2,bare_concat,1024,84311.628,11360,1,false
baseline_common8,2,deep_unary,4096,925657.143,510648,1,true
baseline_common8,2,bare_concat,8192,683171.429,134666.857,1,false
baseline_common8,2,no_parameters,0,1431.543,1248,0,true
baseline_common8,2,array_positional,4096,36317.895,25144,0,false
baseline_common8,2,where_positional,2,1829.053,1456,2,true
baseline_common8,2,join_named,4,5990.674,3968,4,true
baseline_common8,2,array_positional,256,2873.832,2104,0,false
baseline_common8,2,json_constructor,1,1645.459,1136,0,false
baseline_common8,2,cached_positional_same,2,12.804,0,2,true
baseline_common8,2,cached_positional_equal,2,16.457,0,2,true
baseline_common8,2,cached_named_same,2,12.552,0,2,true
baseline_common8,2,cached_named_equal,2,16.345,0,2,true
baseline_common8,3,deep_unary,256,62146.825,33048,1,true
baseline_common8,3,array_named,4096,291351.351,395776,4096,true
baseline_common8,3,quoted_and_comments,2,2025.098,1192,2,true
baseline_common8,3,array_named,1024,66712.422,87088,1024,true
baseline_common8,3,geometric_cast,1,1737.061,792,1,true
baseline_common8,3,where_positional,128,86083.008,35904,128,true
baseline_common8,3,array_named,256,16612.658,22776,256,true
baseline_common8,3,array_mybatis,1024,2954187.500,27681512,1024,true
baseline_common8,3,no_parameters,0,1532.910,1248,0,true
baseline_common8,3,json_operator,1,1762.744,1128,1,true
baseline_common8,3,where_mybatis,16,18149.707,15040,16,true
baseline_common8,3,array_positional,256,3078.543,2104,0,false
baseline_common8,3,array_mybatis,256,277831.707,1777560,256,true
baseline_common8,3,deep_unary,4096,948025,510648,1,true
baseline_common8,3,where_positional,16,11449.854,5224,16,true
baseline_common8,3,bare_concat,256,24886.861,3296,1,false
baseline_common8,3,json_constructor,1,1722.852,1136,0,false
baseline_common8,3,where_named,16,12983.984,7960,16,true
baseline_common8,3,array_mybatis,4096,40884250,453545136,4096,true
baseline_common8,3,array_positional,8192,88813.178,148024.682,0,false
baseline_common8,3,bare_concat,1024,87535.714,11360,1,false
baseline_common8,3,where_named,2,2367.236,1816,2,true
baseline_common8,3,join_positional,4,5925.732,3824,4,true
baseline_common8,3,deep_unary,8192,1889520,1066019.200,1,true
baseline_common8,3,deep_unary,1024,239747.619,128959.048,1,true
baseline_common8,3,array_named,8192,589883.333,871143.556,8192,true
baseline_common8,3,array_positional,1024,9928.817,6712,0,false
baseline_common8,3,join_mybatis,4,7453.516,5896,4,true
baseline_common8,3,bare_concat,4096,347341.667,43616,1,false
baseline_common8,3,join_named,4,6201.563,3968,4,true
baseline_common8,3,where_positional,2,1980.420,1456,2,true
baseline_common8,3,jdbc_escape,1,2088.184,1176,1,true
baseline_common8,3,array_positional,4096,38793.403,25144,0,false
baseline_common8,3,bare_concat,8192,689933.333,133102.667,1,false
baseline_common8,3,where_mybatis,2,3111.279,2600,2,true
baseline_common8,3,array_mybatis,8192,154206100,1814143276,8192,true
baseline_common8,3,cached_positional_same,2,13.830,0,2,true
baseline_common8,3,cached_positional_equal,2,18.094,0,2,true
baseline_common8,3,cached_named_same,2,13.278,0,2,true
baseline_common8,3,cached_named_equal,2,18.020,0,2,true
