version,case,fork,ns,bytes
baseline-control,read_insert_insert,2,4725.428,7168
baseline-control,read_insert_insert,3,4580.066,7168
baseline-control,read_comments,1,19701.667,16448
baseline-control,read_comments,2,20393.188,16448
baseline-control,read_comments,3,18124.758,16448
baseline-control,index_late,1,95663.598,64616
baseline-control,index_late,2,98837.281,64616
baseline-control,index_late,3,95602.336,64616
baseline-control,end_trivia,1,76.739,0
baseline-control,end_trivia,2,79.52,0
baseline-control,end_trivia,3,93.825,0
baseline-control,read_quoted_large,1,279018.571,107904
baseline-control,read_quoted_large,2,284264.474,107904
baseline-control,read_quoted_large,3,265117.333,107904
baseline-control,tokenize_mybatis,1,5629.069,5752
baseline-control,tokenize_mybatis,2,5163.972,5752
baseline-control,tokenize_mybatis,3,5074.458,5752
baseline-control,select_cte,1,2634.318,4896
baseline-control,select_cte,2,2748.183,4896
baseline-control,select_cte,3,2624.858,4896
baseline-control,read_insert_multiple,1,3813.692,6208
baseline-control,read_insert_multiple,2,4000.647,6208
baseline-control,read_insert_multiple,3,3681.857,6208
baseline-control,index_hash,1,125697.143,128880
baseline-control,index_hash,2,121326.012,128880
baseline-control,index_hash,3,122266.48,128880
baseline-control,tokenize_hash_rows,1,1921818.182,331144
baseline-control,tokenize_hash_rows,2,1967890.909,331144
baseline-control,tokenize_hash_rows,3,1266731.25,331144
baseline-control,index_near_matches,1,2640288.889,3275376
baseline-control,index_near_matches,2,2792400,3275376
baseline-control,index_near_matches,3,2698412.5,3275376
baseline-control,read_insert_cte,1,23749.317,34976
baseline-control,read_insert_cte,2,24754.557,34976
baseline-control,read_insert_cte,3,23202.928,34976
baseline-control,read_multiple,1,2481.252,4352
baseline-control,read_multiple,2,2733.07,4352
baseline-control,read_multiple,3,2455.289,4352
baseline-control,end_word,1,36.613,0
baseline-control,end_word,2,37.096,0
baseline-control,end_word,3,46.195,0
baseline-control,tokenize_hash_identifiers,1,58944.345,65528
baseline-control,tokenize_hash_identifiers,2,58913.333,65528
baseline-control,tokenize_hash_identifiers,3,58881.395,65528
baseline-control,read_hash,1,1531685.714,1534112
baseline-control,read_hash,2,1458655.556,1534112
baseline-control,read_hash,3,1435855.556,1534112
baseline-control,index_early,1,164.25,120
baseline-control,index_early,2,179.197,120
baseline-control,index_early,3,189.191,120
baseline-control,end_quote,1,12298.413,0
baseline-control,end_quote,2,10864.982,0
baseline-control,end_quote,3,12153.143,0
baseline-control,tokenize_mybatis_single,1,72.557,152
baseline-control,tokenize_mybatis_single,2,72.128,152
baseline-control,tokenize_mybatis_single,3,67.89,152
baseline-control,tokenize_keep_comments,1,4351.653,3504
baseline-control,tokenize_keep_comments,2,4107.05,3504
baseline-control,tokenize_keep_comments,3,3928.388,3504
baseline-control,read_insert_comments,1,35628.904,33664
baseline-control,read_insert_comments,2,35588.519,33664
baseline-control,read_insert_comments,3,33446.449,33664
baseline-control,tokenize_unicode,1,788.705,1088
baseline-control,tokenize_unicode,2,772.846,1088
baseline-control,tokenize_unicode,3,707.041,1088
baseline-control,select_quotes,1,413.4,960
baseline-control,select_quotes,2,449.729,960
baseline-control,select_quotes,3,436.868,960
baseline-control,read_mysql_dash,1,330.076,544
baseline-control,read_mysql_dash,2,329.76,544
baseline-control,read_mysql_dash,3,322.791,544
baseline-control,walk_tokens_simple,1,2278.424,816
baseline-control,walk_tokens_simple,2,2446.373,816
baseline-control,walk_tokens_simple,3,2170.189,816
baseline-control,read_simple,1,5928.576,7392
baseline-control,read_simple,2,5965.928,7392
baseline-control,read_simple,3,5724.905,7392
baseline-control,tokenize_dense_concat_1024,1,42789.401,7960
baseline-control,tokenize_dense_concat_1024,2,41001.86,7960
baseline-control,tokenize_dense_concat_1024,3,39941.299,7960
baseline-control,index_composite,1,2243.286,2256
baseline-control,index_composite,2,2307.732,2256
baseline-control,index_composite,3,2333.401,2256
baseline-control,index_custom_separator,1,1472.836,968
baseline-control,index_custom_separator,2,1691.754,968
baseline-control,index_custom_separator,3,1629.662,968
baseline-control,next_empty,1,57.505,0
baseline-control,next_empty,2,65.034,0
baseline-control,next_empty,3,60.357,0
baseline-control,end_empty,1,39.733,0
baseline-control,end_empty,2,41.455,0
baseline-control,end_empty,3,45.551,0
baseline-control,read_cte,1,15432.523,20064
baseline-control,read_cte,2,15686.981,20064
baseline-control,read_cte,3,15071.788,20064
baseline-control,select_ambiguous,1,444.493,1056
baseline-control,select_ambiguous,2,463.449,1056
baseline-control,select_ambiguous,3,437.107,1056
baseline-control,read_insert_mysql_dash,1,337.028,544
baseline-control,read_insert_mysql_dash,2,333.241,544
baseline-control,read_insert_mysql_dash,3,332.354,544
before,tokenize_backslashes,1,279.357,488
before,walk_tokens_comments,1,3638.948,5760
before,read_insert_literal,1,6488.944,8048
before,tokenize_hash_operator,1,38,152
before,walk_bounds_comments,1,1378.795,1920
before,end_custom,1,19.276,48
before,index_whitespace,1,83.848,120
before,classify_update,1,374.428,1104
before,read_insert_large,1,354292.5,453200
before,select_simple,1,646.021,1680
before,classify_insert,1,389.494,1136
before,config_custom,1,4816.826,13560
before,read_insert_quoted_large,1,466114.583,251280
before,index_missing,1,24559.669,32152
before,end_mybatis_single,1,30.552,48
before,end_hash,1,162.411,344
before,next_hash,1,191.865,392
before,tokenize_custom,1,396.736,632
before,tokenize_comments,1,1294.942,2464
before,next_custom,1,37.32,96
before,next_mybatis_single,1,49.9,96
before,read_insert,1,101.329,320
before,walk_bounds_large,1,21515.09,24768
before,next_hash_operator,1,55.738,96
before,index_sensitive,1,403.095,528
before,tokenize_large,1,25980.712,38120
before,end_hash_operator,1,34.412,48
before,read_insert_simple,1,13334.871,20816
before,read_insert_executable_comment,1,119.123,344
before,read_insert_mutation,1,305.876,712
before,walk_tokens_large,1,51164.341,75328
before,select_parenthesized,1,455.727,1136
before,next_trivia,1,108.255,96
before,next_word,1,53.746,96
before,tokenize_long_quote,1,11439.386,17672
before,tokenize_simple,1,708.385,1216
before,walk_bounds_hash,1,23756.925,43968
before,walk_tokens_hash,1,49760.798,89376
before,tokenize_dense_concat_256,1,4613.805,2200
before,classify_replace,1,126.925,240
before,next_quote,1,20882.893,8808
before,tokenize_dense_concat_8192,1,133626.452,61720
before,read_insert_upsert,1,2427.294,3368
before,tokenize_array,1,2897.929,4248
before,index_custom_composite,1,773.194,888
before,walk_bounds_simple,1,556.042,816
before,tokenize_tiny,1,98.785,200
before,read_insert_hash,1,79363.91,98072
before,config_default,1,4658.155,12528
before,classify_delete,1,432.001,1200
before,index_quoted,1,63164.024,17736
before,index_from_inside_quote,1,352.877,464
before,read_executable_comment,1,115.758,344
before,read_mutation,1,294.887,712
before,index_composite_comments,1,452.845,720
before,read_large,1,210236.364,236816
before,read_upsert,1,160.846,440
before,tokenize_dense_concat_4096,1,68121.384,31000
before,read_literal,1,4384.738,5424
before,read_insert_insert,1,5530.371,8368
before,read_comments,1,29067.742,29200
before,index_late,1,24897.281,32560
before,end_trivia,1,77.37,48
before,read_quoted_large,1,364452.459,248656
before,tokenize_mybatis,1,3480.09,5800
before,select_cte,1,2551.422,4944
before,read_insert_multiple,1,4216.868,7216
before,index_hash,1,10095.155,16304
before,tokenize_hash_rows,1,9851.665,5768
before,index_near_matches,1,52474.757,80544
before,read_insert_cte,1,24749.823,38512
before,read_multiple,1,2847.356,5360
before,end_word,1,36.136,48
before,tokenize_hash_identifiers,1,8891.29,16576
before,read_hash,1,63696.573,85464
before,index_early,1,158.962,264
before,end_quote,1,10872.529,48
before,tokenize_mybatis_single,1,66.876,200
before,tokenize_keep_comments,1,2491.467,3504
before,read_insert_comments,1,43368.638,46416
before,tokenize_unicode,1,556.861,1168
before,select_quotes,1,452.415,1200
before,read_mysql_dash,1,312.838,736
before,walk_tokens_simple,1,1401.003,2448
before,read_simple,1,7467.608,11280
before,tokenize_dense_concat_1024,1,17471.611,7960
before,index_composite,1,862.821,1416
before,index_custom_separator,1,122.801,216
before,next_empty,1,64.799,48
before,end_empty,1,39.259,48
before,read_cte,1,16841.634,24368
before,select_ambiguous,1,453.435,1296
before,read_insert_mysql_dash,1,314.584,736
current,tokenize_backslashes,1,233.523,344
current,tokenize_backslashes,2,205.354,344
current,tokenize_backslashes,3,225.158,344
current,tokenize_backslashes,4,219.957,344
current,tokenize_backslashes,5,205.315,344
current,walk_tokens_comments,1,2052.467,192
current,walk_tokens_comments,2,2085.301,192
current,walk_tokens_comments,3,2039.228,192
current,walk_tokens_comments,4,2008.447,192
current,walk_tokens_comments,5,1968.264,192
current,read_insert_literal,1,1168.121,752
current,read_insert_literal,2,1104.087,752
current,read_insert_literal,3,1232.554,752
current,read_insert_literal,4,1244.331,752
current,read_insert_literal,5,1200.01,752
current,tokenize_hash_operator,1,35.63,104
current,tokenize_hash_operator,2,36.8,104
current,tokenize_hash_operator,3,35.874,104
current,tokenize_hash_operator,4,34.787,104
current,tokenize_hash_operator,5,32.475,104
current,walk_bounds_comments,1,986.308,0
current,walk_bounds_comments,2,945.22,0
current,walk_bounds_comments,3,958.049,0
current,walk_bounds_comments,4,1071.797,0
current,walk_bounds_comments,5,977.165,0
current,end_custom,1,14.133,0
current,end_custom,2,13.625,0
current,end_custom,3,14.52,0
current,end_custom,4,15.154,0
current,end_custom,5,13.705,0
current,index_whitespace,1,51.698,0
current,index_whitespace,2,45.234,0
current,index_whitespace,3,47.449,0
current,index_whitespace,4,46.172,0
current,index_whitespace,5,43.212,0
current,classify_update,1,21.872,48
current,classify_update,2,24.68,48
current,classify_update,3,19.547,48
current,classify_update,4,22.691,48
current,classify_update,5,21.055,48
current,read_insert_large,1,66901.485,27280
current,read_insert_large,2,62072.947,27280
current,read_insert_large,3,68419.938,27280
current,read_insert_large,4,65325.073,27280
current,read_insert_large,5,63438.66,27280
current,select_simple,1,21.7,48
current,select_simple,2,25.292,48
current,select_simple,3,22.942,48
current,select_simple,4,21.959,48
current,select_simple,5,18.446,48
current,classify_insert,1,20.154,48
current,classify_insert,2,25.946,48
current,classify_insert,3,20.831,48
current,classify_insert,4,23.202,48
current,classify_insert,5,22.062,48
current,config_custom,1,2686.702,6704
current,config_custom,2,2599.287,6704
current,config_custom,3,2436.334,6704
current,config_custom,4,2298.371,6704
current,config_custom,5,2333.303,6704
current,read_insert_quoted_large,1,9604.574,26816
current,read_insert_quoted_large,2,9588.206,26816
current,read_insert_quoted_large,3,10183.809,26816
current,read_insert_quoted_large,4,10273.721,26816
current,read_insert_quoted_large,5,9921.423,26816
current,index_missing,1,16702.446,0
current,index_missing,2,16978.199,0
current,index_missing,3,18184.394,0
current,index_missing,4,16176.499,0
current,index_missing,5,16250.101,0
current,end_mybatis_single,1,20.756,0
current,end_mybatis_single,2,22.521,0
current,end_mybatis_single,3,20.312,0
current,end_mybatis_single,4,19.393,0
current,end_mybatis_single,5,19.301,0
current,end_hash,1,106.456,200
current,end_hash,2,101.67,200
current,end_hash,3,118.502,200
current,end_hash,4,112.552,200
current,end_hash,5,97.888,200
current,next_hash,1,109.496,248
current,next_hash,2,117.551,248
current,next_hash,3,149.221,248
current,next_hash,4,130.819,248
current,next_hash,5,102.03,248
current,tokenize_custom,1,391.64,392
current,tokenize_custom,2,319.833,392
current,tokenize_custom,3,338.603,392
current,tokenize_custom,4,369.633,392
current,tokenize_custom,5,323.123,392
current,tokenize_comments,1,1487.589,736
current,tokenize_comments,2,1230.606,736
current,tokenize_comments,3,1331.982,736
current,tokenize_comments,4,1529.63,736
current,tokenize_comments,5,1236.688,736
current,next_custom,1,25.397,48
current,next_custom,2,20.435,48
current,next_custom,3,21.5,48
current,next_custom,4,30.613,48
current,next_custom,5,21.182,48
current,next_mybatis_single,1,19.598,0
current,next_mybatis_single,2,20.997,0
current,next_mybatis_single,3,23.778,0
current,next_mybatis_single,4,22.367,0
current,next_mybatis_single,5,19.653,0
current,read_insert,1,13.362,0
current,read_insert,2,13.908,0
current,read_insert,3,12.887,0
current,read_insert,4,12.543,0
current,read_insert,5,13.055,0
current,walk_bounds_large,1,19025.514,0
current,walk_bounds_large,2,16857.563,0
current,walk_bounds_large,3,17226.511,0
current,walk_bounds_large,4,17276.284,0
current,walk_bounds_large,5,17139.948,0
current,next_hash_operator,1,27.666,0
current,next_hash_operator,2,28.16,0
current,next_hash_operator,3,29.371,0
current,next_hash_operator,4,26.957,0
current,next_hash_operator,5,27.094,0
current,index_sensitive,1,195.696,0
current,index_sensitive,2,201.243,0
current,index_sensitive,3,195.897,0
current,index_sensitive,4,195.263,0
current,index_sensitive,5,205.476,0
current,tokenize_large,1,25115.924,25832
current,tokenize_large,2,25185.831,25832
current,tokenize_large,3,24931.619,25832
current,tokenize_large,4,25471.817,25832
current,tokenize_large,5,23816.714,25832
current,end_hash_operator,1,29.766,0
current,end_hash_operator,2,27.769,0
current,end_hash_operator,3,28.635,0
current,end_hash_operator,4,26.092,0
current,end_hash_operator,5,27.407,0
current,read_insert_simple,1,2253.957,1424
current,read_insert_simple,2,2253.927,1424
current,read_insert_simple,3,2292.859,1424
current,read_insert_simple,4,2343.525,1424
current,read_insert_simple,5,2275.764,1424
current,read_insert_executable_comment,1,78.878,0
current,read_insert_executable_comment,2,78.803,0
current,read_insert_executable_comment,3,84.034,0
current,read_insert_executable_comment,4,80.201,0
current,read_insert_executable_comment,5,79.713,0
current,read_insert_mutation,1,254.01,200
current,read_insert_mutation,2,239.966,200
current,read_insert_mutation,3,237.043,200
current,read_insert_mutation,4,262.18,200
current,read_insert_mutation,5,242.895,200
current,walk_tokens_large,1,37193.233,13504
current,walk_tokens_large,2,37499.155,13504
current,walk_tokens_large,3,35649.412,13504
current,walk_tokens_large,4,46488.81,13504
current,walk_tokens_large,5,36097.279,13504
current,select_parenthesized,1,91.717,48
current,select_parenthesized,2,112.306,48
current,select_parenthesized,3,107.406,48
current,select_parenthesized,4,105.352,48
current,select_parenthesized,5,87.918,48
current,next_trivia,1,68.089,48
current,next_trivia,2,67.012,48
current,next_trivia,3,65.267,48
current,next_trivia,4,80.785,48
current,next_trivia,5,65.514,48
current,next_word,1,39.435,48
current,next_word,2,38.263,48
current,next_word,3,35.583,48
current,next_word,4,35.126,48
current,next_word,5,33.91,48
current,tokenize_long_quote,1,1633.535,17624
current,tokenize_long_quote,2,1591.271,17624
current,tokenize_long_quote,3,1760.703,17624
current,tokenize_long_quote,4,1647.494,17624
current,tokenize_long_quote,5,1715.69,17624
current,tokenize_simple,1,677.249,976
current,tokenize_simple,2,607.021,976
current,tokenize_simple,3,652.227,976
current,tokenize_simple,4,651.689,976
current,tokenize_simple,5,598.785,976
current,walk_bounds_hash,1,20054.891,7584
current,walk_bounds_hash,2,18778.501,7584
current,walk_bounds_hash,3,20413.193,7584
current,walk_bounds_hash,4,19262.212,7584
current,walk_bounds_hash,5,18965.499,7584
current,walk_tokens_hash,1,37395.406,15936
current,walk_tokens_hash,2,37585.467,15936
current,walk_tokens_hash,3,44515.939,15936
current,walk_tokens_hash,4,40505.426,15936
current,walk_tokens_hash,5,36211.911,15936
current,tokenize_dense_concat_256,1,4526.003,2104
current,tokenize_dense_concat_256,2,4110.439,2104
current,tokenize_dense_concat_256,3,4906.563,2104
current,tokenize_dense_concat_256,4,4223.15,2104
current,tokenize_dense_concat_256,5,4290.866,2104
current,classify_replace,1,78.037,0
current,classify_replace,2,71.735,0
current,classify_replace,3,62.22,0
current,classify_replace,4,65.82,0
current,classify_replace,5,64.238,0
current,next_quote,1,1010.119,8760
current,next_quote,2,980.112,8760
current,next_quote,3,1061.363,8760
current,next_quote,4,1020.026,8760
current,next_quote,5,1077.21,8760
current,tokenize_dense_concat_8192,1,137031.056,61624
current,tokenize_dense_concat_8192,2,128126.486,61624
current,tokenize_dense_concat_8192,3,130703.012,61624
current,tokenize_dense_concat_8192,4,131045.732,61624
current,tokenize_dense_concat_8192,5,124462.069,61624
current,read_insert_upsert,1,804.285,64
current,read_insert_upsert,2,897.521,64
current,read_insert_upsert,3,826.606,64
current,read_insert_upsert,4,788.786,64
current,read_insert_upsert,5,795.58,64
current,tokenize_array,1,745.17,4248
current,tokenize_array,2,681.778,4248
current,tokenize_array,3,517.689,4248
current,tokenize_array,4,653.713,4248
current,tokenize_array,5,590.714,4248
current,index_custom_composite,1,391.988,0
current,index_custom_composite,2,391.065,0
current,index_custom_composite,3,385.426,0
current,index_custom_composite,4,401.184,0
current,index_custom_composite,5,385.148,0
current,walk_bounds_simple,1,460.595,0
current,walk_bounds_simple,2,438.788,0
current,walk_bounds_simple,3,450.349,0
current,walk_bounds_simple,4,437.546,0
current,walk_bounds_simple,5,433.074,0
current,tokenize_tiny,1,67.875,152
current,tokenize_tiny,2,61.29,152
current,tokenize_tiny,3,69.008,152
current,tokenize_tiny,4,68.911,152
current,tokenize_tiny,5,62.987,152
current,read_insert_hash,1,16894.605,2440
current,read_insert_hash,2,14012.368,2440
current,read_insert_hash,3,15174.691,2440
current,read_insert_hash,4,14901.853,2440
current,read_insert_hash,5,13846.708,2440
current,config_default,1,7.784,24
current,config_default,2,8.328,24
current,config_default,3,8.599,24
current,config_default,4,8.275,24
current,config_default,5,7.905,24
current,classify_delete,1,21.204,48
current,classify_delete,2,25.309,48
current,classify_delete,3,20.161,48
current,classify_delete,4,21.059,48
current,classify_delete,5,21.781,48
current,index_quoted,1,3912.41,0
current,index_quoted,2,3518.525,0
current,index_quoted,3,3468.522,0
current,index_quoted,4,6626.577,0
current,index_quoted,5,3491.505,0
current,index_from_inside_quote,1,147.416,0
current,index_from_inside_quote,2,141.317,0
current,index_from_inside_quote,3,141.617,0
current,index_from_inside_quote,4,143.743,0
current,index_from_inside_quote,5,141.166,0
current,read_executable_comment,1,83.06,0
current,read_executable_comment,2,84.432,0
current,read_executable_comment,3,77.967,0
current,read_executable_comment,4,88.317,0
current,read_executable_comment,5,83.749,0
current,read_mutation,1,245.311,200
current,read_mutation,2,247.508,200
current,read_mutation,3,234.431,200
current,read_mutation,4,286.448,200
current,read_mutation,5,231.506,200
current,index_composite_comments,1,154.811,0
current,index_composite_comments,2,153.713,0
current,index_composite_comments,3,149.217,0
current,index_composite_comments,4,148.08,0
current,index_composite_comments,5,148.071,0
current,read_large,1,46353.493,27200
current,read_large,2,43989.429,27200
current,read_large,3,44891.259,27200
current,read_large,4,42849.442,27200
current,read_large,5,42652.39,27200
current,read_upsert,1,13.258,0
current,read_upsert,2,14.374,0
current,read_upsert,3,18.813,0
current,read_upsert,4,12.296,0
current,read_upsert,5,13.062,0
current,tokenize_dense_concat_4096,1,71387.5,30904
current,tokenize_dense_concat_4096,2,62567.68,30904
current,tokenize_dense_concat_4096,3,67042.378,30904
current,tokenize_dense_concat_4096,4,67472.81,30904
current,tokenize_dense_concat_4096,5,60907.67,30904
current,read_literal,1,818.952,672
current,read_literal,2,715.094,672
current,read_literal,3,723.128,672
current,read_literal,4,719.328,672
current,read_literal,5,697.921,672
current,read_insert_insert,1,992.745,656
current,read_insert_insert,2,964.81,656
current,read_insert_insert,3,993.373,656
current,read_insert_insert,4,949.789,656
current,read_insert_insert,5,991.719,656
current,read_comments,1,11004.426,6680
current,read_comments,2,10053.608,6680
current,read_comments,3,10047.785,6680
current,read_comments,4,10183.333,6680
current,read_comments,5,9714.306,6680
current,index_late,1,19509.698,0
current,index_late,2,16249.348,0
current,index_late,3,16359.19,0
current,index_late,4,16317.891,0
current,index_late,5,16231.088,0
current,end_trivia,1,61.275,0
current,end_trivia,2,62.513,0
current,end_trivia,3,58.768,0
current,end_trivia,4,62.717,0
current,end_trivia,5,58.606,0
current,read_quoted_large,1,9551.59,26736
current,read_quoted_large,2,10075.67,26736
current,read_quoted_large,3,9837.728,26736
current,read_quoted_large,4,10979.226,26736
current,read_quoted_large,5,9260.969,26736
current,tokenize_mybatis,1,2879.327,3448
current,tokenize_mybatis,2,2897.262,3448
current,tokenize_mybatis,3,2798.059,3448
current,tokenize_mybatis,4,2926.514,3448
current,tokenize_mybatis,5,2722.218,3448
current,select_cte,1,674.912,1080
current,select_cte,2,686.763,1080
current,select_cte,3,632.441,1080
current,select_cte,4,643.021,1080
current,select_cte,5,607.315,1080
current,read_insert_multiple,1,929.176,664
current,read_insert_multiple,2,821.256,664
current,read_insert_multiple,3,898.216,664
current,read_insert_multiple,4,998.503,664
current,read_insert_multiple,5,870.425,664
current,index_hash,1,6950.383,632
current,index_hash,2,8228.178,632
current,index_hash,3,7906.902,632
current,index_hash,4,7002.859,632
current,index_hash,5,6678.755,632
current,tokenize_hash_rows,1,12435.101,2624
current,tokenize_hash_rows,2,11873.743,2624
current,tokenize_hash_rows,3,10386.408,2624
current,tokenize_hash_rows,4,11180.69,2624
current,tokenize_hash_rows,5,9512.629,3176
current,index_near_matches,1,18446.538,0
current,index_near_matches,2,17279.705,0
current,index_near_matches,3,16619.175,0
current,index_near_matches,4,16060.401,0
current,index_near_matches,5,15884.153,0
current,read_insert_cte,1,4157.701,3800
current,read_insert_cte,2,4157.05,3800
current,read_insert_cte,3,4173.965,3800
current,read_insert_cte,4,4522.394,3800
current,read_insert_cte,5,4084.4,3800
current,read_multiple,1,601.86,584
current,read_multiple,2,521.986,584
current,read_multiple,3,557.7,584
current,read_multiple,4,762.476,584
current,read_multiple,5,516.031,584
current,end_word,1,28.387,0
current,end_word,2,27.259,0
current,end_word,3,27.345,0
current,end_word,4,27.787,0
current,end_word,5,26.662,0
current,tokenize_hash_identifiers,1,7483.198,1984
current,tokenize_hash_identifiers,2,6923.722,1984
current,tokenize_hash_identifiers,3,7505.443,1984
current,tokenize_hash_identifiers,4,8394.2,1984
current,tokenize_hash_identifiers,5,6896.807,1984
current,read_hash,1,13354.818,2360
current,read_hash,2,10962.078,2360
current,read_hash,3,11412.037,2360
current,read_hash,4,15266.762,2360
current,read_hash,5,10994.417,2360
current,index_early,1,85.928,0
current,index_early,2,64.805,0
current,index_early,3,67.342,0
current,index_early,4,71.665,0
current,index_early,5,62.571,0
current,end_quote,1,150.481,0
current,end_quote,2,144.594,0
current,end_quote,3,146.148,0
current,end_quote,4,163.034,0
current,end_quote,5,140.595,0
current,tokenize_mybatis_single,1,37.339,104
current,tokenize_mybatis_single,2,33.499,104
current,tokenize_mybatis_single,3,35.316,104
current,tokenize_mybatis_single,4,36.37,104
current,tokenize_mybatis_single,5,34.047,104
current,tokenize_keep_comments,1,1598.816,1776
current,tokenize_keep_comments,2,1380.977,1776
current,tokenize_keep_comments,3,1530.42,1776
current,tokenize_keep_comments,4,1572.203,1776
current,tokenize_keep_comments,5,1324.741,1776
current,read_insert_comments,1,15686.804,6840
current,read_insert_comments,2,15511.963,6840
current,read_insert_comments,3,16108.576,6840
current,read_insert_comments,4,15738.729,6840
current,read_insert_comments,5,15394.408,6840
current,tokenize_unicode,1,403.642,848
current,tokenize_unicode,2,408.434,848
current,tokenize_unicode,3,420.431,848
current,tokenize_unicode,4,441.883,848
current,tokenize_unicode,5,377.308,848
current,select_quotes,1,19.7,48
current,select_quotes,2,26.608,48
current,select_quotes,3,21.177,48
current,select_quotes,4,21.441,48
current,select_quotes,5,19.455,48
current,read_mysql_dash,1,295.296,400
current,read_mysql_dash,2,304.55,400
current,read_mysql_dash,3,285.324,400
current,read_mysql_dash,4,306.532,400
current,read_mysql_dash,5,276.922,400
current,walk_tokens_simple,1,965.797,576
current,walk_tokens_simple,2,939.682,576
current,walk_tokens_simple,3,927.319,576
current,walk_tokens_simple,4,943.844,576
current,walk_tokens_simple,5,933.239,576
current,read_simple,1,1609.409,1344
current,read_simple,2,1466.016,1344
current,read_simple,3,1648.738,1344
current,read_simple,4,1418.588,1344
current,read_simple,5,1428.903,1344
current,tokenize_dense_concat_1024,1,17590.472,7864
current,tokenize_dense_concat_1024,2,15741.951,7864
current,tokenize_dense_concat_1024,3,17049.547,7864
current,tokenize_dense_concat_1024,4,16842.347,7864
current,tokenize_dense_concat_1024,5,16105.055,7864
current,index_composite,1,491.767,0
current,index_composite,2,445.214,0
current,index_composite,3,466.149,0
current,index_composite,4,477.035,0
current,index_composite,5,430.443,0
current,index_custom_separator,1,97.849,48
current,index_custom_separator,2,89.397,48
current,index_custom_separator,3,92.143,48
current,index_custom_separator,4,97.663,48
current,index_custom_separator,5,89.168,48
current,next_empty,1,34.572,0
current,next_empty,2,33.606,0
current,next_empty,3,34.494,0
current,next_empty,4,34.838,0
current,next_empty,5,33.093,0
current,end_empty,1,42.805,0
current,end_empty,2,34.812,0
current,end_empty,3,33.432,0
current,end_empty,4,34.079,0
current,end_empty,5,32.479,0
current,read_cte,1,3182.538,3720
current,read_cte,2,3488.513,3720
current,read_cte,3,2995.03,3720
current,read_cte,4,2967.2,3720
current,read_cte,5,2915.463,3720
current,select_ambiguous,1,22.147,48
current,select_ambiguous,2,24.752,48
current,select_ambiguous,3,21.85,48
current,select_ambiguous,4,21.154,48
current,select_ambiguous,5,18.512,48
current,read_insert_mysql_dash,1,308.141,400
current,read_insert_mysql_dash,2,276.029,400
current,read_insert_mysql_dash,3,288.638,400
current,read_insert_mysql_dash,4,296.1,400
current,read_insert_mysql_dash,5,281.174,400
