version,case,fork,ns,bytes
baseline-control,read_insert_literal,2,5809.773,7424
baseline-control,read_insert_literal,3,5959.607,7424
baseline-control,end_trivia,1,73.08,0
baseline-control,end_trivia,2,70.65,0
baseline-control,end_trivia,3,71.272,0
baseline-control,tokenize_custom,1,1482.293,600
baseline-control,tokenize_custom,2,1427.544,600
baseline-control,tokenize_custom,3,1502.312,600
baseline-control,next_custom,1,233.436,48
baseline-control,next_custom,2,157.342,48
baseline-control,next_custom,3,238.071,48
baseline-control,read_quoted_large,1,270543.836,107904
baseline-control,read_quoted_large,2,267631.081,107904
baseline-control,read_quoted_large,3,263880.822,107808
baseline-control,tokenize_array,1,11538.287,4248
baseline-control,tokenize_array,2,10267.692,4248
baseline-control,tokenize_array,3,9799.406,4248
baseline-control,select_quotes,1,425.513,960
baseline-control,select_quotes,2,393.322,960
baseline-control,select_quotes,3,413.483,960
baseline-control,tokenize_unicode,1,740.189,1088
baseline-control,tokenize_unicode,2,692.657,1088
baseline-control,tokenize_unicode,3,714.34,1088
baseline-control,classify_delete,1,390.066,960
baseline-control,classify_delete,2,383.027,960
baseline-control,classify_delete,3,381.12,960
baseline-control,read_insert_mutation,1,320.108,520
baseline-control,read_insert_mutation,2,306.508,520
baseline-control,read_insert_mutation,3,303.52,520
baseline-control,tokenize_comments,1,3394.334,2464
baseline-control,tokenize_comments,2,3236.315,2464
baseline-control,tokenize_comments,3,3457.487,2464
baseline-control,read_insert_quoted_large,1,350093.333,110528
baseline-control,read_insert_quoted_large,2,351295.082,110528
baseline-control,read_insert_quoted_large,3,358057.627,110528
baseline-control,next_word,1,55.489,48
baseline-control,next_word,2,72.492,48
baseline-control,next_word,3,73.072,48
baseline-control,read_comments,1,20204.688,16448
baseline-control,read_comments,2,19444.444,16448
baseline-control,read_comments,3,19295.586,16352
baseline-control,end_hash,1,460.254,288
baseline-control,end_hash,2,445.697,288
baseline-control,end_hash,3,448.079,288
baseline-control,walk_bounds_simple,1,1236.404,0
baseline-control,walk_bounds_simple,2,1186.561,0
baseline-control,walk_bounds_simple,3,1167.738,0
baseline-control,next_trivia,1,96.991,48
baseline-control,next_trivia,2,91.911,48
baseline-control,next_trivia,3,112.888,48
baseline-control,read_insert_executable_comment,1,111.684,248
baseline-control,read_insert_executable_comment,2,112.982,248
baseline-control,read_insert_executable_comment,3,109.064,248
baseline-control,next_hash,1,479.998,336
baseline-control,next_hash,2,481.287,336
baseline-control,next_hash,3,492.459,336
baseline-control,walk_bounds_large,1,64227.215,0
