version,fork,case,round,operations,ns_per_op,bytes_per_op,equivalent
baseline-control,3,read_literal,1,6195,3477.546,3936.000,true
baseline-control,3,config_default,1,6812,3147.681,9880.000,true
baseline-control,3,select_simple,1,41908,605.510,1440.000,true
baseline-control,3,next_trivia,1,176130,113.120,48.000,true
baseline-control,3,index_custom_separator,1,13888,1483.497,968.000,false
baseline-control,3,read_quoted_large,1,73,259195.890,107808.000,true
baseline-control,3,read_cte,1,1426,16244.180,19968.000,true
baseline-control,3,read_simple,1,3954,6440.061,7296.000,true
baseline-control,3,tokenize_simple,1,18992,1155.481,1216.000,true
baseline-control,3,index_composite_comments,1,34202,600.158,792.000,true
baseline-control,3,index_quoted,1,361,65884.488,17664.000,true
baseline-control,3,read_mysql_dash,1,65307,320.897,544.000,true
baseline-control,3,read_upsert,1,147193,141.952,344.000,true
baseline-control,3,index_sensitive,1,56585,382.821,480.000,true
baseline-control,3,read_insert_quoted_large,1,59,365847.458,110528.000,true
baseline-control,3,read_comments,1,1110,20139.369,16352.000,true
baseline-control,3,tokenize_large,1,62,64037.097,38120.000,true
baseline-control,3,classify_update,1,37353,340.511,864.000,true
baseline-control,3,select_parenthesized,1,50252,434.253,896.000,true
baseline-control,3,next_quote,1,1033,19611.617,8760.000,true
baseline-control,3,select_quotes,1,52547,416.831,960.000,true
baseline-control,3,end_empty,1,262144,34.732,0.000,true
baseline-control,3,tokenize_hash_rows,1,12,1744066.667,331144.000,true
baseline-control,3,read_multiple,1,8525,2466.194,4256.000,true
baseline-control,3,read_insert,1,226002,92.369,224.000,true
baseline-control,3,index_composite,1,6013,2313.936,2256.000,true
baseline-control,3,walk_tokens_hash,1,88,231603.409,255456.000,true
baseline-control,3,index_hash,1,178,115670.225,128880.000,true
baseline-control,3,index_from_inside_quote,1,61414,357.873,464.000,true
baseline-control,3,end_hash,1,45579,457.948,288.000,true
baseline-control,3,read_insert_literal,1,3258,6175.077,7424.000,true
baseline-control,3,read_executable_comment,1,182970,111.390,248.000,true
baseline-control,3,index_whitespace,1,262144,81.215,72.000,true
baseline-control,3,next_hash,1,41747,492.459,336.000,true
baseline-control,3,config_custom,1,6253,3100.096,10288.000,true
baseline-control,3,end_word,1,262144,37.732,0.000,true
baseline-control,3,read_hash,1,14,1470635.714,1534016.000,true
baseline-control,3,read_insert_large,1,55,304138.182,357376.000,true
baseline-control,3,tokenize_array,1,505,10377.030,4248.000,true
baseline-control,3,classify_replace,1,161499,126.365,192.000,true
baseline-control,3,read_insert_hash,1,9,2365733.333,2562784.000,true
baseline-control,3,index_near_matches,1,10,2323050.000,3275376.000,true
baseline-control,3,tokenize_comments,1,4561,24017.540,2464.000,true
baseline-control,3,tokenize_backslashes,1,5193,3731.870,488.000,true
baseline-control,3,classify_delete,1,39497,383.067,960.000,true
baseline-control,3,select_cte,1,8416,2561.145,4896.000,true
baseline-control,3,index_early,1,128593,171.951,120.000,true
baseline-control,3,read_insert_multiple,1,5601,3802.035,6208.000,true
baseline-control,3,read_insert_executable_comment,1,186368,121.056,248.000,true
baseline-control,3,walk_tokens_simple,1,7026,2928.153,816.000,true
baseline-control,3,read_insert_comments,1,598,35800.502,33664.000,true
baseline-control,3,read_mutation,1,66945,313.508,520.000,true
baseline-control,3,walk_bounds_hash,1,173,113874.566,127008.000,true
baseline-control,3,tokenize_tiny,1,260395,816.092,200.000,true
baseline-control,3,walk_tokens_comments,1,2012,9994.533,1920.000,true
baseline-control,3,tokenize_unicode,1,13222,714.340,1088.000,true
baseline-control,3,read_insert_cte,1,879,24071.900,34976.000,true
baseline-control,3,tokenize_long_quote,1,654,41941.743,17672.000,true
baseline-control,3,walk_tokens_large,1,141,144745.390,25792.000,true
baseline-control,3,read_insert_simple,1,1796,11958.185,16928.000,true
baseline-control,3,select_ambiguous,1,19571,429.794,1056.000,true
baseline-control,3,classify_insert,1,56305,364.421,896.000,true
baseline-control,3,index_late,1,151,97654.967,64616.000,true
baseline-control,3,next_word,1,262144,73.525,48.000,true
baseline-control,3,next_empty,1,262144,58.020,0.000,true
baseline-control,3,walk_bounds_comments,1,4610,4474.512,0.000,true
baseline-control,3,read_insert_insert,1,4499,4474.572,7168.000,true
baseline-control,3,read_insert_mutation,1,65348,303.481,520.000,true
baseline-control,3,tokenize_mybatis,1,3345,5347.534,5752.000,true
baseline-control,3,index_missing,1,293,50806.485,50728.000,true
baseline-control,3,index_custom_composite,1,16358,1267.325,792.000,true
baseline-control,3,end_quote,1,2692,7541.270,0.000,true
baseline-control,3,next_custom,1,85068,243.305,48.000,false
baseline-control,3,read_large,1,144,155308.333,140896.000,true
baseline-control,3,read_insert_mysql_dash,1,64489,314.188,544.000,true
baseline-control,3,tokenize_hash_identifiers,1,337,55954.896,65528.000,true
baseline-control,3,walk_bounds_large,1,323,65953.870,0.000,true
baseline-control,3,read_insert_upsert,1,10418,1953.302,2696.000,true
baseline-control,3,tokenize_custom,1,3331,1532.513,600.000,true
baseline-control,3,walk_bounds_simple,1,17274,1177.967,0.000,true
baseline-control,3,tokenize_keep_comments,1,3962,4655.729,3504.000,true
