version,fork,shape,size,ns,bytes,count,equivalent
current,5,no_parameters,0,1111.475,1232,0,true
current,5,array_positional,1024,10287.500,15016,1024,true
current,5,where_positional,2,1475.098,1672,2,true
current,5,array_mybatis,4096,384200,1037720,4096,true
current,5,array_named,256,12728.125,26488,256,true
current,5,where_named,2,1380.371,2080,2,true
current,5,array_named,8192,421750,979308,8192,true
current,5,array_positional,256,3740.625,4264,256,true
current,5,deep_unary,8192,889700,1192868,1,true
current,5,where_mybatis,2,2054.004,3024,2,true
current,5,json_constructor,1,1343.848,1384,1,true
current,5,join_named,4,3581.543,4440,4,true
current,5,deep_unary,256,27481.250,37768,1,true
current,5,where_positional,128,41648.389,39992,128,true
current,5,array_mybatis,8192,856750,2158956,8192,true
current,5,bare_concat,256,15350,11081.250,256,true
current,5,bare_concat,8192,410600,442596,8192,true
current,5,where_mybatis,16,11058.984,18040,16,true
current,5,array_named,4096,210350,453104,4096,true
current,5,join_positional,4,3844.678,4056,4,true
current,5,bare_concat,4096,211600,158120,4096,true
current,5,where_named,16,5863.281,9680,16,true
current,5,jdbc_escape,1,1517.725,1576,1,true
current,5,quoted_and_comments,2,1800.928,1592,2,true
current,5,array_mybatis,1024,102712.500,280920,1024,true
current,5,geometric_cast,1,1175.146,1296,1,true
current,5,array_mybatis,256,25275,58232,256,true
current,5,array_positional,8192,70600,205588,8192,true
current,5,where_positional,16,5908.838,5728,16,true
current,5,bare_concat,1024,54350,46488,1024,true
current,5,array_positional,4096,32350,58024,4096,true
current,5,json_operator,1,1569.580,1528,1,true
current,5,array_named,1024,52575,104728,1024,true
current,5,deep_unary,4096,482100,576872,1,true
current,5,join_mybatis,4,4842.822,6688,4,true
current,5,cached_positional_same,2,12.346,0,2,true
current,5,cached_positional_equal,2,15.959,0,2,true
current,5,cached_named_same,2,11.999,0,2,true
current,5,cached_named_equal,2,15.685,0,2,true
baseline_common8,1,array_positional,4096,38700,25144,0,false
baseline_common8,1,array_mybatis,1024,2580900,27681512,1024,true
baseline_common8,1,quoted_and_comments,2,1627.051,1192,2,true
baseline_common8,1,array_named,4096,258200,395776,4096,true
baseline_common8,1,no_parameters,0,1204.199,1248,0,true
baseline_common8,1,where_positional,16,9932.764,5224,16,true
baseline_common8,1,deep_unary,256,54387.500,33048,1,true
baseline_common8,1,array_positional,1024,9712.500,6712,0,false
baseline_common8,1,array_named,256,14446.875,22776,256,true
baseline_common8,1,json_constructor,1,1448.340,1136,0,false
baseline_common8,1,where_positional,128,73953.906,35904,128,true
baseline_common8,1,array_mybatis,8192,145298900,1814143276,8192,true
baseline_common8,1,geometric_cast,1,1498.291,792,1,true
baseline_common8,1,array_positional,8192,77700,139940,0,false
baseline_common8,1,where_mybatis,2,2502.002,2600,2,true
baseline_common8,1,bare_concat,256,21200,3296,1,false
baseline_common8,1,where_positional,2,1591.211,1456,2,true
baseline_common8,1,deep_unary,4096,856100,510648,1,true
baseline_common8,1,array_positional,256,3231.250,2617.250,0,false
baseline_common8,1,where_named,16,10486.670,7960,16,true
baseline_common8,1,bare_concat,1024,78012.500,11360,1,false
baseline_common8,1,join_positional,4,4867.139,3824,4,true
baseline_common8,1,deep_unary,8192,1722150,1061092,1,true
baseline_common8,1,array_mybatis,4096,37707800,453545136,4096,true
baseline_common8,1,where_named,2,1878.223,1816,2,true
baseline_common8,1,array_mybatis,256,200871.875,1777560,256,true
baseline_common8,1,jdbc_escape,1,1839.209,1176,1,true
baseline_common8,1,bare_concat,8192,596300,127628,1,false
baseline_common8,1,array_named,8192,515550,863844,8192,true
baseline_common8,1,deep_unary,1024,213587.500,128568,1,true
baseline_common8,1,bare_concat,4096,307050,43616,1,false
baseline_common8,1,array_named,1024,58862.500,87088,1024,true
baseline_common8,1,join_mybatis,4,6185.547,5896,4,true
baseline_common8,1,json_operator,1,1460.693,1128,1,true
baseline_common8,1,where_mybatis,16,15319.238,15040,16,true
baseline_common8,1,join_named,4,5143.604,3968,4,true
baseline_common8,1,cached_positional_same,2,12.572,0,2,true
baseline_common8,1,cached_positional_equal,2,16.378,0,2,true
baseline_common8,1,cached_named_same,2,12.165,0,2,true
baseline_common8,1,cached_named_equal,2,15.823,0,2,true
baseline_common8,2,array_named,8192,523700,863844,8192,true
baseline_common8,2,where_mybatis,16,15358.545,14656,16,true
baseline_common8,2,deep_unary,8192,1656200,1061092,1,true
baseline_common8,2,bare_concat,256,20028.125,3296,1,false
baseline_common8,2,deep_unary,1024,206912.500,128568,1,true
baseline_common8,2,where_positional,128,74171.289,35904,128,true
baseline_common8,2,where_positional,16,9911.914,5224,16,true
baseline_common8,2,array_named,256,14759.375,22776,256,true
baseline_common8,2,quoted_and_comments,2,1730.615,1192,2,true
baseline_common8,2,join_mybatis,4,6416.260,5800,4,true
baseline_common8,2,where_named,16,10964.160,7960,16,true
baseline_common8,2,deep_unary,256,57337.500,33048,1,true
baseline_common8,2,json_operator,1,1472.168,1128,1,true
baseline_common8,2,jdbc_escape,1,1978.369,1176,1,true
baseline_common8,2,array_named,4096,266400,395776,4096,true
baseline_common8,2,array_mybatis,1024,2573050,27681488,1024,true
baseline_common8,2,array_positional,1024,9562.500,6712,0,false
baseline_common8,2,array_mybatis,256,207015.625,1777536,256,true
baseline_common8,2,array_mybatis,8192,143989400,1814143252,8192,true
baseline_common8,2,bare_concat,4096,296600,43616,1,false
baseline_common8,2,where_named,2,1900.977,1816,2,true
baseline_common8,2,geometric_cast,1,1480.908,792,1,true
baseline_common8,2,array_mybatis,4096,37060250,453545112,4096,true
baseline_common8,2,join_positional,4,4882.275,3824,4,true
baseline_common8,2,array_named,1024,61812.500,87088,1024,true
baseline_common8,2,array_positional,8192,83600,139940,0,false
baseline_common8,2,where_mybatis,2,2533.350,2552,2,true
baseline_common8,2,bare_concat,1024,76637.500,11360,1,false
baseline_common8,2,deep_unary,4096,827150,510648,1,true
baseline_common8,2,bare_concat,8192,603900,127628,1,false
baseline_common8,2,no_parameters,0,1236.035,1248,0,true
baseline_common8,2,array_positional,4096,40700,25144,0,false
baseline_common8,2,where_positional,2,1625.732,1456,2,true
baseline_common8,2,join_named,4,5265.527,3968,4,true
baseline_common8,2,array_positional,256,3493.750,2104,0,false
baseline_common8,2,json_constructor,1,1449.219,1136,0,false
baseline_common8,2,cached_positional_same,2,13.157,0,2,true
baseline_common8,2,cached_positional_equal,2,17.424,0,2,true
baseline_common8,2,cached_named_same,2,12.809,0,2,true
baseline_common8,2,cached_named_equal,2,17.331,0,2,true
baseline_common8,3,deep_unary,256,55415.625,33048,1,true
baseline_common8,3,array_named,4096,253600,395776,4096,true
baseline_common8,3,quoted_and_comments,2,1724.463,1192,2,true
baseline_common8,3,array_named,1024,59250,87088,1024,true
baseline_common8,3,geometric_cast,1,1502.979,792,1,true
baseline_common8,3,where_positional,128,76311.035,35904,128,true
baseline_common8,3,array_named,256,14637.500,22776,256,true
baseline_common8,3,array_mybatis,1024,2507612.500,27681464,1024,true
baseline_common8,3,no_parameters,0,1254.248,1248,0,true
baseline_common8,3,json_operator,1,1522.412,1128,1,true
baseline_common8,3,where_mybatis,16,15663.867,14272,16,true
baseline_common8,3,array_positional,256,2643.750,2104,0,false
baseline_common8,3,array_mybatis,256,270553.125,1777512,256,true
baseline_common8,3,deep_unary,4096,893300,510648,1,true
baseline_common8,3,where_positional,16,9861.719,5224,16,true
baseline_common8,3,bare_concat,256,21596.875,3296,1,false
baseline_common8,3,json_constructor,1,1490.674,1136,0,false
baseline_common8,3,where_named,16,11094.092,7960,16,true
baseline_common8,3,array_mybatis,4096,38135300,453545088,4096,true
baseline_common8,3,array_positional,8192,77850,139940,0,false
baseline_common8,3,bare_concat,1024,78612.500,11360,1,false
baseline_common8,3,where_named,2,1981.885,1816,2,true
baseline_common8,3,join_positional,4,4988.184,3824,4,true
baseline_common8,3,deep_unary,8192,1733900,1061092,1,true
baseline_common8,3,deep_unary,1024,214075,130621,1,true
baseline_common8,3,array_named,8192,529550,863844,8192,true
baseline_common8,3,array_positional,1024,9562.500,6712,0,false
baseline_common8,3,join_mybatis,4,6577.832,5704,4,true
baseline_common8,3,bare_concat,4096,310200,43616,1,false
baseline_common8,3,join_named,4,5319.287,3968,4,true
baseline_common8,3,where_positional,2,1638.623,1456,2,true
baseline_common8,3,jdbc_escape,1,1829.736,1176,1,true
baseline_common8,3,array_positional,4096,35100,25144,0,false
baseline_common8,3,bare_concat,8192,647500,127628,1,false
baseline_common8,3,where_mybatis,2,2581.641,2504,2,true
baseline_common8,3,array_mybatis,8192,143595850,1814143228,8192,true
baseline_common8,3,cached_positional_same,2,12.827,0,2,true
baseline_common8,3,cached_positional_equal,2,16.775,0,2,true
baseline_common8,3,cached_named_same,2,12.248,0,2,true
baseline_common8,3,cached_named_equal,2,16.578,0,2,true
