version,fork,shape,size,ns,bytes,count,equivalent
before,5,json_operator,1,2447.949,1536,1,true
before,5,array_named,1024,78787.500,122336,1024,true
before,5,deep_unary,4096,1251350,585168,1,true
before,5,join_mybatis,4,7395.410,8616,4,true
before,5,cached_positional_same,2,12.935,0,2,true
before,5,cached_positional_equal,2,18.080,0,2,true
before,5,cached_named_same,2,12.235,0,2,true
before,5,cached_named_equal,2,16.043,0,2,true
current,1,array_positional,4096,34250,57976,4096,true
current,1,array_mybatis,1024,108950,280920,1024,true
current,1,quoted_and_comments,2,1652.783,1432,2,true
current,1,array_named,4096,193350,453056,4096,true
current,1,no_parameters,0,1077.100,1184,0,true
current,1,where_positional,16,5883.057,5680,16,true
current,1,deep_unary,256,27515.625,37560,1,true
current,1,array_positional,1024,8975,14968,1024,true
current,1,array_named,256,12418.750,26440,256,true
current,1,json_constructor,1,1327.979,1336,1,true
current,1,where_positional,128,43099.121,39944,128,true
current,1,array_mybatis,8192,827850,2158956,8192,true
current,1,geometric_cast,1,1087.695,1088,1,true
current,1,array_positional,8192,62400,205540,8192,true
current,1,where_mybatis,2,1953.125,3024,2,true
current,1,bare_concat,256,15656.250,10520,256,true
current,1,where_positional,2,1392.139,1624,2,true
current,1,deep_unary,4096,449950,576664,1,true
current,1,array_positional,256,4600,4729.250,256,true
current,1,where_named,16,5801.904,9632,16,true
current,1,bare_concat,1024,59025,46440,1024,true
current,1,join_positional,4,3816.846,4008,4,true
current,1,deep_unary,8192,877700,1192660,1,true
current,1,array_mybatis,4096,391400,1037720,4096,true
current,1,where_named,2,1303.320,2032,2,true
current,1,array_mybatis,256,24921.875,58232,256,true
current,1,jdbc_escape,1,1447.363,1368,1,true
current,1,bare_concat,8192,416600,442548,8192,true
current,1,array_named,8192,399250,979260,8192,true
current,1,deep_unary,1024,105987.500,145400,1,true
current,1,bare_concat,4096,204900,158072,4096,true
current,1,array_named,1024,48900,104680,1024,true
current,1,join_mybatis,4,4786.719,6688,4,true
current,1,json_operator,1,1436.035,1320,1,true
current,1,where_mybatis,16,10566.992,18040,16,true
current,1,join_named,4,3420.264,4392,4,true
current,1,cached_positional_same,2,12.541,0,2,true
current,1,cached_positional_equal,2,16.459,0,2,true
current,1,cached_named_same,2,11.925,0,2,true
current,1,cached_named_equal,2,16.081,0,2,true
current,2,array_named,8192,431900,979260,8192,true
current,2,where_mybatis,16,10644.531,18040,16,true
current,2,deep_unary,8192,885850,1192660,1,true
current,2,bare_concat,256,17537.500,10520,256,true
current,2,deep_unary,1024,115100,145400,1,true
current,2,where_positional,128,41807.520,39944,128,true
current,2,where_positional,16,5845.264,5680,16,true
current,2,array_named,256,12437.500,26440,256,true
current,2,quoted_and_comments,2,1736.816,1432,2,true
current,2,join_mybatis,4,4606.592,6688,4,true
current,2,where_named,16,5782.715,9632,16,true
current,2,deep_unary,256,28528.125,37560,1,true
current,2,json_operator,1,1472.119,1320,1,true
