version,fork,shape,size,median_ns,median_bytes,expected,min_count,max_count,semantic_match
baseline_common8,2,deep_unary,256,55075,33048,1,1,1,true
baseline_common8,2,json_operator,1,1789.600,1128,1,1,1,true
baseline_common8,2,jdbc_escape,1,2005.078,1176,1,1,1,true
baseline_common8,2,array_named,4096,263200,395776,4096,4096,4096,true
baseline_common8,2,array_mybatis,1024,2549762.500,27681464,1024,1024,1024,true
baseline_common8,2,array_positional,1024,10350,6712,1024,0,0,false
baseline_common8,2,array_mybatis,256,211787.500,1777512,256,256,256,true
baseline_common8,2,array_mybatis,8192,150696550,1814143228,8192,8192,8192,true
baseline_common8,2,bare_concat,4096,310150,43616,4096,1,1,false
baseline_common8,2,where_named,2,1965.479,1816,2,2,2,true
baseline_common8,2,geometric_cast,1,1516.895,792,1,1,1,true
baseline_common8,2,array_mybatis,4096,38323450,453545088,4096,4096,4096,true
baseline_common8,2,join_positional,4,5023.730,3824,4,4,4,true
baseline_common8,2,array_named,1024,61037.500,87088,1024,1024,1024,true
baseline_common8,2,array_positional,8192,75350,139940,8192,0,0,false
baseline_common8,2,where_mybatis,2,2690.625,2504,2,2,2,true
baseline_common8,2,bare_concat,1024,77112.500,11360,1024,1,1,false
baseline_common8,2,deep_unary,4096,849200,510648,1,1,1,true
baseline_common8,2,bare_concat,8192,616750,127628,8192,1,1,false
baseline_common8,2,no_parameters,0,1349.365,1248,0,0,0,true
baseline_common8,2,array_positional,4096,36450,25144,4096,0,0,false
baseline_common8,2,where_positional,2,1665.186,1456,2,2,2,true
baseline_common8,2,join_named,4,5371.826,3968,4,4,4,true
baseline_common8,2,array_positional,256,3487.500,2104,256,0,0,false
baseline_common8,2,json_constructor,1,1529.443,1136,1,0,0,false
baseline_common8,2,cached_positional_same,2,13.452,0,2,2,2,true
baseline_common8,2,cached_positional_equal,2,16.827,0,2,2,2,true
baseline_common8,2,cached_named_same,2,12.853,0,2,2,2,true
baseline_common8,2,cached_named_equal,2,17.612,0,2,2,2,true
baseline_common8,3,deep_unary,256,56828.125,33048,1,1,1,true
baseline_common8,3,array_named,4096,258650,395776,4096,4096,4096,true
baseline_common8,3,quoted_and_comments,2,1705.273,1192,2,2,2,true
baseline_common8,3,array_named,1024,58487.500,87088,1024,1024,1024,true
baseline_common8,3,geometric_cast,1,1611.670,792,1,1,1,true
baseline_common8,3,where_positional,128,76754.346,35904,128,128,128,true
baseline_common8,3,array_named,256,14487.500,22776,256,256,256,true
baseline_common8,3,array_mybatis,1024,2778425,27681512,1024,1024,1024,true
baseline_common8,3,no_parameters,0,1229.004,1248,0,0,0,true
baseline_common8,3,json_operator,1,1578.857,1128,1,1,1,true
baseline_common8,3,where_mybatis,16,15349.512,15040,16,16,16,true
baseline_common8,3,array_positional,256,2734.375,2104,256,0,0,false
baseline_common8,3,array_mybatis,256,210500,1777560,256,256,256,true
baseline_common8,3,deep_unary,4096,864300,510648,1,1,1,true
baseline_common8,3,where_positional,16,9716.309,5224,16,16,16,true
baseline_common8,3,bare_concat,256,23175,3296,256,1,1,false
baseline_common8,3,json_constructor,1,1668.164,1136,1,0,0,false
baseline_common8,3,where_named,16,10951.221,7960,16,16,16,true
baseline_common8,3,array_mybatis,4096,39326200,453545136,4096,4096,4096,true
baseline_common8,3,array_positional,8192,82400,139940,8192,0,0,false
baseline_common8,3,bare_concat,1024,77000,11360,1024,1,1,false
baseline_common8,3,where_named,2,1923.730,1816,2,2,2,true
baseline_common8,3,join_positional,4,4972.803,3824,4,4,4,true
baseline_common8,3,deep_unary,8192,1715900,1061092,1,1,1,true
baseline_common8,3,deep_unary,1024,217725,130621,1,1,1,true
baseline_common8,3,array_named,8192,549750,863844,8192,8192,8192,true
baseline_common8,3,array_positional,1024,10150,6712,1024,0,0,false
baseline_common8,3,join_mybatis,4,6532.373,5896,4,4,4,true
baseline_common8,3,bare_concat,4096,323150,43616,4096,1,1,false
baseline_common8,3,join_named,4,5290.479,3968,4,4,4,true
baseline_common8,3,where_positional,2,1679.053,1456,2,2,2,true
baseline_common8,3,jdbc_escape,1,2016.650,1176,1,1,1,true
baseline_common8,3,array_positional,4096,37900,25144,4096,0,0,false
baseline_common8,3,bare_concat,8192,616750,127628,8192,1,1,false
baseline_common8,3,where_mybatis,2,2514.600,2600,2,2,2,true
baseline_common8,3,array_mybatis,8192,167433200,1814143276,8192,8192,8192,true
baseline_common8,3,cached_positional_same,2,13.473,0,2,2,2,true
baseline_common8,3,cached_positional_equal,2,17.873,0,2,2,2,true
baseline_common8,3,cached_named_same,2,13.169,0,2,2,2,true
baseline_common8,3,cached_named_equal,2,17.568,0,2,2,2,true
