version,case,fork,ns,bytes,median_batch_ms
baseline,named_late_modifier,2,760.364,2816,19.665294132
baseline,named_late_modifier,3,869.679,2816,18.660702303
baseline,named_late_modifier,4,755.611,2816,14.179796026
baseline,named_late_modifier,5,948.595,2816,21.33200436
baseline,mybatis_insert_values,1,1138.197,2744,20.912093481
baseline,mybatis_insert_values,2,1092.5,2744,21.166095
baseline,mybatis_insert_values,3,1175.081,2744,18.583906014999997
baseline,mybatis_insert_values,4,1099.189,2744,19.524894207000003
baseline,mybatis_insert_values,5,1277.15,2744,22.200698450000004
baseline,positional_subquery_raw,1,623.462,2272,21.059299436
baseline,positional_subquery_raw,2,631.621,2272,20.558000307999997
baseline,positional_subquery_raw,3,665.467,2272,19.567391668
baseline,positional_subquery_raw,4,604.072,2272,10.651601576
baseline,positional_subquery_raw,5,818.284,2272,25.737486651999998
baseline,named_nested,1,1434.201,3648,6.99890088
baseline,named_nested,2,1405.831,3648,21.603404976999997
baseline,named_nested,3,1624.286,3648,21.382100903999998
baseline,named_nested,4,1408.333,3648,19.960303609
baseline,named_nested,5,1670.836,3648,12.678303568
baseline,named_update_map,1,1778.837,4752,17.953801840999997
baseline,named_update_map,2,1769.412,4752,22.4272971
baseline,named_update_map,3,1928.752,4752,18.876695824000002
baseline,named_update_map,4,1729.787,4752,16.452004157
baseline,named_update_map,5,2187.045,4752,13.472197200000002
baseline,raw_derived,1,9008.799,15848,20.477000127
baseline,raw_derived,2,9578.52,15848,21.22600032
baseline,raw_derived,3,10217.441,15848,18.044000806000003
baseline,raw_derived,4,9451.771,15848,22.948899988
baseline,raw_derived,5,10675.216,15848,12.361900128
baseline,mybatis_naming_KEBAB_CASE,1,5856.609,8984,21.798298698000004
baseline,mybatis_naming_KEBAB_CASE,2,5910.708,9368,10.763399267999999
baseline,mybatis_naming_KEBAB_CASE,3,6706.346,9368,17.858999397999998
baseline,mybatis_naming_KEBAB_CASE,4,5585.653,8984,14.366299516000002
baseline,mybatis_naming_KEBAB_CASE,5,8057.333,8984,29.062800130999996
baseline,positional_select_expressions,1,2095.419,2728,20.76560229
baseline,positional_select_expressions,2,2076.53,2728,21.10169786
baseline,positional_select_expressions,3,2260.259,2728,21.680404328
baseline,positional_select_expressions,4,1977.03,2728,8.49529791
baseline,positional_select_expressions,5,2660.402,2728,23.709502624000002
baseline,raw_in_256,1,18827.066,56640,19.824900497999998
baseline,raw_in_256,2,17805.556,56640,21.794000544
baseline,raw_in_256,3,18587.679,56640,10.40910024
baseline,raw_in_256,4,18590.665,56640,20.115099530000002
baseline,raw_in_256,5,23647.416,56640,26.083099848
baseline,named_select_entity,1,589.475,2000,22.402407900000004
baseline,named_select_entity,2,584.624,2000,20.645996560000004
baseline,named_select_entity,3,609.924,2000,19.20040752
baseline,named_select_entity,4,591.489,2000,11.466605754000001
baseline,named_select_entity,5,687.286,2000,23.444012746
baseline,raw_subquery_raw,1,624.079,2272,20.573388314
baseline,raw_subquery_raw,2,643.29,2272,21.14880204
baseline,raw_subquery_raw,3,638.401,2272,16.069191570999998
baseline,raw_subquery_raw,4,603.334,2272,17.732589593999997
baseline,raw_subquery_raw,5,989.75,2272,32.16390575
baseline,mybatis_condition_only,1,5407.207,7960,18.757601083
baseline,mybatis_condition_only,2,5363.079,8344,20.728300334999997
baseline,mybatis_condition_only,3,5875.318,8344,13.853999844
baseline,mybatis_condition_only,4,4979.361,7960,17.298300114
baseline,mybatis_condition_only,5,5797.726,7960,16.575698634
baseline,raw_nested,1,1318.949,3280,21.376206443
baseline,raw_nested,2,1298.671,3280,19.935898521000002
baseline,raw_nested,3,1460.331,3280,14.552198415
baseline,raw_nested,4,1359.399,3280,22.228892448
baseline,raw_nested,5,1641.611,3280,14.245900258
baseline,named_select_star,1,280.007,1424,21.285572126
baseline,named_select_star,2,301.444,1424,23.205762008
baseline,named_select_star,3,302.723,1424,19.130882708
baseline,named_select_star,4,285.019,1424,10.699898279000001
baseline,named_select_star,5,328.765,1424,25.751833684999998
baseline,raw_naming_NO_CHANGE,1,4239.38,7880,22.01510034
baseline,raw_naming_NO_CHANGE,2,4082.857,7880,13.861299515
baseline,raw_naming_NO_CHANGE,3,4489.296,7880,20.969501616
baseline,raw_naming_NO_CHANGE,4,3889.687,7880,10.673301128
baseline,raw_naming_NO_CHANGE,5,6719.149,7880,29.544098153
baseline,named_batch_beans,1,8255.915,26064,20.937000440000002
baseline,named_batch_beans,2,8413.684,26864,21.581099459999997
baseline,named_batch_beans,3,8712.385,26136,18.9929993
baseline,named_batch_beans,4,8115.919,26064,21.718199243999997
baseline,named_batch_beans,5,9248.989,26064,11.894199854
baseline,named_where_128,1,47806.373,71280,19.505000184
baseline,named_where_128,2,48434.163,71280,21.407900046
baseline,named_where_128,3,51009.091,71280,21.321800038
baseline,named_where_128,4,46351.591,71280,20.39470004
baseline,named_where_128,5,51284.848,71280,10.154399904
baseline,positional_condition_only,1,3923.18,4872,19.835598079999997
baseline,positional_condition_only,2,3728.127,4872,17.257499883
baseline,positional_condition_only,3,3798.859,4872,19.651497607
baseline,positional_condition_only,4,3771.437,4872,12.438199226
baseline,positional_condition_only,5,4919.003,4872,28.13669716
baseline,raw_update_chain_16,1,8112.712,25448,21.952998672000003
baseline,raw_update_chain_16,2,7944.358,25448,18.303800832000004
baseline,raw_update_chain_16,3,8726.087,25448,21.073500105
baseline,raw_update_chain_16,4,8045.484,25448,22.004398740000003
baseline,raw_update_chain_16,5,9891.939,25448,24.175898916
baseline,raw_mixed_literals,1,1543.405,3192,21.402397134999998
baseline,raw_mixed_literals,2,1433.906,3192,20.51919486
baseline,raw_mixed_literals,3,1976.703,3192,16.044898251
baseline,raw_mixed_literals,4,1493.529,3192,21.234995322
baseline,raw_mixed_literals,5,1812.018,3192,12.649697658
baseline,raw_naming_KEBAB_CASE,1,5381.087,8840,21.395201912
baseline,raw_naming_KEBAB_CASE,2,4889.697,8840,10.962700674
baseline,raw_naming_KEBAB_CASE,3,5621.069,8840,20.303301228
baseline,raw_naming_KEBAB_CASE,4,5030.666,8840,19.931498692
baseline,raw_naming_KEBAB_CASE,5,6436.756,8840,22.81830002
baseline,raw_insert_entity,1,848.693,2176,21.500788462000003
baseline,raw_insert_entity,2,844.486,2176,21.701601228
baseline,raw_insert_entity,3,872.42,2176,21.89250748
baseline,raw_insert_entity,4,844.896,2176,22.307789088
baseline,raw_insert_entity,5,1054.083,2176,13.838001624000002
baseline,raw_group_order,1,3306.579,6432,21.763902978
baseline,raw_group_order,2,3163.015,6432,19.430401145
baseline,raw_group_order,3,3680.157,6432,21.532598607
baseline,raw_group_order,4,3216.434,6432,22.605098152000004
baseline,raw_group_order,5,3931.449,6432,18.914201139
baseline,named_naming_NO_CHANGE,1,4928.042,9624,21.791801724000003
baseline,named_naming_NO_CHANGE,2,4858.716,9624,9.309299856
baseline,named_naming_NO_CHANGE,3,5273.154,9624,21.134801232
baseline,named_naming_NO_CHANGE,4,4926.496,9624,18.444801024
baseline,named_naming_NO_CHANGE,5,6999.662,9624,24.869799086
baseline,mybatis_join_using,1,935.814,3352,15.066605399999998
baseline,mybatis_join_using,2,971.835,3376,21.120890055
baseline,mybatis_join_using,3,1069.792,3376,20.217999007999996
baseline,mybatis_join_using,4,958.147,3352,17.417196166
baseline,mybatis_join_using,5,1064.934,3352,17.80569648
baseline,named_where_16,1,6429.854,10584,20.202601268
baseline,named_where_16,2,5956.279,10584,20.584900224000002
baseline,named_where_16,3,6760.746,10584,20.85690141
baseline,named_where_16,4,5728.671,10584,19.82120166
baseline,named_where_16,5,6926.904,10584,15.370799976000002
baseline,positional_select_entity,1,605.194,2000,19.820708693999997
baseline,positional_select_entity,2,599.782,2000,19.557691456
baseline,positional_select_entity,3,616.914,2000,22.9492008
baseline,positional_select_entity,4,584.824,2000,19.260593616
baseline,positional_select_entity,5,692.105,2000,26.457097835000003
baseline,named_delete,1,446.114,1960,15.055009157999999
baseline,named_delete,2,466.6,1960,21.478997800000002
baseline,named_delete,3,490.618,1960,19.129686438
baseline,named_delete,4,450.627,1960,22.9369143
baseline,named_delete,5,639.413,1960,26.416708682
baseline,positional_where_128,1,33105.505,32808,14.43400018
baseline,positional_where_128,2,30560.274,32808,15.616300014
baseline,positional_where_128,3,34354.899,32808,20.338100207999997
baseline,positional_where_128,4,31170.344,32808,17.237200232
baseline,positional_where_128,5,37459.847,32808,24.536199785
baseline,positional_join_on,1,1617.415,3832,20.209600425
baseline,positional_join_on,2,1564.02,3832,18.65719458
baseline,positional_join_on,3,1738.797,3832,20.907295127999998
baseline,positional_join_on,4,1592.824,3832,10.388398128
baseline,positional_join_on,5,2016.116,3832,23.993796516
baseline,raw_where_eq,1,1000.865,2784,18.979402995
baseline,raw_where_eq,2,982.85,2784,21.46249545
baseline,raw_where_eq,3,1099.674,2784,10.467796805999999
baseline,raw_where_eq,4,980.808,2784,17.033692536
baseline,raw_where_eq,5,1225.816,2784,16.81819552
baseline,raw_union_raw,1,3283.333,5200,21.551797812
baseline,raw_union_raw,2,3469.008,5200,21.826998336
baseline,raw_union_raw,3,3548.425,5200,21.514100775000003
baseline,raw_union_raw,4,3209.726,5200,21.749103376
baseline,raw_union_raw,5,3856.517,5200,19.467697816
baseline,mybatis_where_16,1,6140.875,8984,17.126900375
baseline,mybatis_where_16,2,5974.848,9368,20.666999232000002
baseline,mybatis_where_16,3,6313.858,9368,10.752500174000001
baseline,mybatis_where_16,4,5639.167,8984,15.564100920000001
baseline,mybatis_where_16,5,6615.11,8984,22.59060065
baseline,mybatis_update_chain_16,1,14041.124,39936,10.994200092
baseline,mybatis_update_chain_16,2,13362.741,39960,20.084199723
baseline,mybatis_update_chain_16,3,15538.223,39960,22.033200214
baseline,mybatis_update_chain_16,4,13917.106,39936,21.641099829999998
baseline,mybatis_update_chain_16,5,15783.935,39936,20.534899435
baseline,mybatis_select_entity,1,595.181,2000,11.264395606
baseline,mybatis_select_entity,2,605.451,2000,20.416413171
baseline,mybatis_select_entity,3,617.833,2000,18.62148662
baseline,mybatis_select_entity,4,579.641,2000,18.950203212999998
baseline,mybatis_select_entity,5,720.241,2000,23.509386481
baseline,named_repeated_names,1,27233.643,64920,17.565699735
baseline,named_repeated_names,2,25627.248,64920,19.09229976
baseline,named_repeated_names,3,28583.312,64920,22.094900176000003
baseline,named_repeated_names,4,26093.011,64920,19.413200184
baseline,named_repeated_names,5,34781.338,64920,19.755799984
baseline,named_join_on,1,1731.295,4288,18.317101100000002
baseline,named_join_on,2,1699.369,4288,19.107705036
baseline,named_join_on,3,2005.971,4288,11.993700609
baseline,named_join_on,4,1627.116,4288,18.643495127999998
baseline,named_join_on,5,2243.307,4288,25.672405308
baseline,positional_retry_rollback,1,3191.668,5872,18.004199188
baseline,positional_retry_rollback,2,2970.528,5872,24.875201472
baseline,positional_retry_rollback,3,3774.739,5872,17.707300649
baseline,positional_retry_rollback,4,3028.178,5872,7.361500717999999
baseline,positional_retry_rollback,5,4283.854,5872,27.673696840000005
baseline,named_subquery_raw,1,623.791,2272,20.231413503000002
baseline,named_subquery_raw,2,637.687,2272,19.431598263999998
baseline,named_subquery_raw,3,673.685,2272,11.530792459999999
baseline,named_subquery_raw,4,598.692,2272,21.096708696
baseline,named_subquery_raw,5,804.289,2272,24.115801375999997
baseline,mybatis_in_16,1,1946.734,6128,19.878100873999998
baseline,mybatis_in_16,2,2130.67,6512,17.20089891
baseline,mybatis_in_16,3,2232.443,6512,8.77350099
baseline,mybatis_in_16,4,1920.222,6128,20.196894996
baseline,mybatis_in_16,5,2377.302,6128,23.104998138
baseline,named_insert_entity,1,939.934,2760,8.240401378
baseline,named_insert_entity,2,937.371,2760,22.215692699999998
baseline,named_insert_entity,3,1000.952,2760,20.086103784
baseline,named_insert_entity,4,929.709,2760,20.913803955
baseline,named_insert_entity,5,1211.184,2760,18.594096768
baseline,mybatis_late_modifier,1,826.835,2656,8.525495685000001
baseline,mybatis_late_modifier,2,778.496,2680,21.246712832
baseline,mybatis_late_modifier,3,883.658,2680,9.241295364
baseline,mybatis_late_modifier,4,755.848,2656,20.070787792
baseline,mybatis_late_modifier,5,855.974,2656,13.189703366
baseline,raw_in_17,1,1795.463,5816,21.252895531
baseline,raw_in_17,2,1737.606,5816,19.277000964000003
baseline,raw_in_17,3,1918.934,5816,10.905301922
baseline,raw_in_17,4,1743.192,5816,19.779999624000002
baseline,raw_in_17,5,2054.743,5816,20.989199745
baseline,named_naming_SCREAMING_SNAKE_CASE,1,6098.202,10600,21.368099808000004
baseline,named_naming_SCREAMING_SNAKE_CASE,2,6171.375,10600,17.95870125
baseline,named_naming_SCREAMING_SNAKE_CASE,3,6537.368,10600,21.658300184
baseline,named_naming_SCREAMING_SNAKE_CASE,4,6031.151,10600,15.19850052
baseline,named_naming_SCREAMING_SNAKE_CASE,5,8264.422,10600,26.504001354000003
baseline,raw_batch_beans,1,6440.702,16896,22.02720084
baseline,raw_batch_beans,2,6472.574,17696,17.676599594
baseline,raw_batch_beans,3,7662.278,16968,15.071700826
baseline,raw_batch_beans,4,6492.052,16896,19.112601087999998
baseline,raw_batch_beans,5,9515.833,16896,23.018800027
baseline,named_where_eq,1,1036.665,3120,20.4223005
baseline,named_where_eq,2,981.913,3120,18.843892383
baseline,named_where_eq,3,1098.631,3120,20.703701195
baseline,named_where_eq,4,1003.922,3120,18.610706036000003
baseline,named_where_eq,5,1466.614,3120,21.257103316
baseline,positional_row_in,1,982.059,2624,21.790907151
baseline,positional_row_in,2,964.031,2624,14.703400811999998
baseline,positional_row_in,3,1008.632,2624,14.313496712
baseline,positional_row_in,4,909.561,2624,17.828305161000003
baseline,positional_row_in,5,1081.812,2624,20.573900615999996
baseline,mybatis_batch_64,1,34955.064,118896,18.980599752
baseline,mybatis_batch_64,2,34335.968,116880,21.28830016
baseline,mybatis_batch_64,3,36618.182,120440,20.945600104
baseline,mybatis_batch_64,4,34434.397,118896,19.420999908
baseline,mybatis_batch_64,5,45729.794,118896,28.855500014000004
baseline,mybatis_union_raw,1,3276.134,5200,9.320601230000001
baseline,mybatis_union_raw,2,3265.544,5200,20.661096888
baseline,mybatis_union_raw,3,3444.677,5200,21.095201948000003
baseline,mybatis_union_raw,4,3135.812,5200,19.482799956
baseline,mybatis_union_raw,5,4084.226,5200,22.500001034
baseline,positional_dialect_Microsoft_SQL_Server,1,1316.173,3544,22.534197932999998
baseline,positional_dialect_Microsoft_SQL_Server,2,1231.761,3544,17.575997709
baseline,positional_dialect_Microsoft_SQL_Server,3,1360.54,3544,19.94959802
baseline,positional_dialect_Microsoft_SQL_Server,4,1229.545,3544,18.54399769
baseline,positional_dialect_Microsoft_SQL_Server,5,1594.891,3544,27.033402450000004
baseline,mybatis_derived,1,11095.264,17144,10.074499712
baseline,mybatis_derived,2,10734.762,17192,20.782499232
baseline,mybatis_derived,3,11922.036,17192,19.206399996
baseline,mybatis_derived,4,10673.54,17144,20.290399540000003
baseline,mybatis_derived,5,12505.171,17144,12.092500357
baseline,mybatis_subquery_structured,1,1824.135,5232,9.651498285
baseline,mybatis_subquery_structured,2,1655.328,5256,20.817404928
baseline,mybatis_subquery_structured,3,1870.349,5256,19.485295882
baseline,mybatis_subquery_structured,4,1661.972,5232,19.684396368
baseline,mybatis_subquery_structured,5,1993.288,5232,14.046700536
baseline,named_select_columns,1,802.237,1952,20.509188905
baseline,named_select_columns,2,829.204,1952,22.067606052
baseline,named_select_columns,3,829.085,1952,20.837393305
baseline,named_select_columns,4,801.959,1952,9.701298023
baseline,named_select_columns,5,978.123,1952,21.005191425
baseline,raw_row_in,1,1178.412,3136,21.654498912
baseline,raw_row_in,2,1247.543,3136,19.294500038
baseline,raw_row_in,3,1236.914,3136,9.523000886
baseline,raw_row_in,4,1142.604,3136,21.018200580000002
baseline,raw_row_in,5,1443.661,3136,20.520197454
baseline,mybatis_in_expression,1,22561.502,66656,18.929100178
baseline,mybatis_in_expression,2,24656.677,72776,16.618600298
baseline,mybatis_in_expression,3,26647.082,72776,20.544900222
baseline,mybatis_in_expression,4,21643.938,66656,18.029400354
baseline,mybatis_in_expression,5,29037.857,66656,20.326499899999998
baseline,named_dialect_Microsoft_SQL_Server,1,1541.884,4320,18.314498152
baseline,named_dialect_Microsoft_SQL_Server,2,1503.743,4320,19.243399171
baseline,named_dialect_Microsoft_SQL_Server,3,1717.544,4320,22.966998368000002
baseline,named_dialect_Microsoft_SQL_Server,4,1553.963,4320,10.03860098
baseline,named_dialect_Microsoft_SQL_Server,5,2113.585,4320,27.13420423
baseline,raw_join_using,1,931.948,3176,15.227098372
baseline,raw_join_using,2,927.146,3176,20.482509432
baseline,raw_join_using,3,1092.95,3176,19.6577987
baseline,raw_join_using,4,923.427,3176,20.836206828
baseline,raw_join_using,5,1143.36,3176,13.086898559999998
baseline,raw_in_1024,1,77428.975,220248,21.912399925
baseline,raw_in_1024,2,70023.333,220248,21.0069999
baseline,raw_in_1024,3,79969.032,220248,12.395199960000001
baseline,raw_in_1024,4,71710.702,220248,21.441499898000004
baseline,raw_in_1024,5,85581.667,220248,20.539600080000003
baseline,positional_insert_entity,1,607.385,1816,18.948589844999997
baseline,positional_insert_entity,2,601.979,1816,18.004589911000004
baseline,positional_insert_entity,3,622.98,1816,23.72058648
baseline,positional_insert_entity,4,611.561,1816,20.777784975000003
baseline,positional_insert_entity,5,701.973,1816,25.295597054999998
baseline,named_batch_64,1,38395.802,134912,20.119400248000005
baseline,named_batch_64,2,36684.547,132896,20.653399960999998
baseline,named_batch_64,3,40373.042,136456,22.164800058
baseline,named_batch_64,4,37064.068,134912,21.867800120000002
baseline,named_batch_64,5,40732.081,134912,14.093300025999998
baseline,mybatis_in_256,1,22034.928,66616,18.421199807999997
baseline,mybatis_in_256,2,25801.734,72760,22.31849991
baseline,mybatis_in_256,3,26776.868,72760,15.048599816
baseline,mybatis_in_256,4,22092.448,66616,15.79610032
baseline,mybatis_in_256,5,29846.599,66616,23.698199606
baseline,mybatis_naming_NO_CHANGE,1,4738.769,8024,21.940500470000003
baseline,mybatis_naming_NO_CHANGE,2,4867.503,8408,11.832899793
baseline,mybatis_naming_NO_CHANGE,3,5233.411,8408,17.95059973
baseline,mybatis_naming_NO_CHANGE,4,4696.329,8024,19.316001176999997
baseline,mybatis_naming_NO_CHANGE,5,5746.161,8024,23.128298025
baseline,positional_where_16,1,4463.342,5888,20.272499364
baseline,positional_where_16,2,4307.998,5888,18.744099298
baseline,positional_where_16,3,4782.446,5888,21.11449909
baseline,positional_where_16,4,4277.051,5888,17.984999455
baseline,positional_where_16,5,5468.876,5888,26.409202204
baseline,mybatis_batch_beans,1,7729.091,22080,19.129500225
baseline,mybatis_batch_beans,2,7673.961,22880,20.865499958999997
baseline,mybatis_batch_beans,3,7896.239,22152,20.782901048
baseline,mybatis_batch_beans,4,8192.419,22080,12.968599277000001
baseline,mybatis_batch_beans,5,8408.211,22080,14.335999755
baseline,mybatis_delete,1,429.908,1808,17.347217708000002
baseline,mybatis_delete,2,476.748,1832,21.9184893
baseline,mybatis_delete,3,468.73,1832,21.059101440000003
baseline,mybatis_delete,4,428.766,1808,21.971684904
baseline,mybatis_delete,5,511.814,1808,20.843113336
baseline,positional_batch_4,1,1937.929,5968,12.482200689
baseline,positional_batch_4,2,1855.599,5872,5.633598564000001
baseline,positional_batch_4,3,2017.601,6072,21.241303328
baseline,positional_batch_4,4,1928.25,5968,6.0817005
baseline,positional_batch_4,5,2206.819,5968,4.045099227
baseline,positional_pagination,1,969.696,3288,20.626403616
baseline,positional_pagination,2,988.238,3288,18.256708812000003
baseline,positional_pagination,3,1093.696,3288,20.125100095999997
baseline,positional_pagination,4,954.367,3288,8.206601832999999
baseline,positional_pagination,5,1141.463,3288,21.902392044
baseline,mybatis_group_order,1,3312.098,7264,8.13120059
baseline,mybatis_group_order,2,3799.454,7288,20.862801914000002
baseline,mybatis_group_order,3,3983.189,7288,15.661899148
baseline,mybatis_group_order,4,3587.123,7264,19.750699238000003
baseline,mybatis_group_order,5,5347.193,7264,28.666301673
baseline,positional_repeated_names,1,16276.412,30360,21.322099719999997
baseline,positional_repeated_names,2,15158.612,30360,19.008899447999998
baseline,positional_repeated_names,3,17039.484,30360,21.793500036
baseline,positional_repeated_names,4,14877.764,30360,11.842700144
baseline,positional_repeated_names,5,18273.609,30360,25.619599818
baseline,named_in_1024,1,123666.038,353216,19.662900042
baseline,named_in_1024,2,136087.5,353216,22.8627
baseline,named_in_1024,3,130085.714,353216,17.301399962
baseline,named_in_1024,4,122906.612,353216,14.871700052
baseline,named_in_1024,5,149375,353216,13.7425
baseline,named_in_expression,1,26819.526,90680,19.229600142000002
baseline,named_in_expression,2,26858.846,90680,20.949899880000004
baseline,named_in_expression,3,28693.521,90680,20.37239991
baseline,named_in_expression,4,27734.888,90680,14.865899968
baseline,named_in_expression,5,35998.201,90680,14.003300189
baseline,raw_naming_CAMEL_CASE,1,4126.273,7880,12.642900472000001
baseline,raw_naming_CAMEL_CASE,2,3960.562,7880,18.056202158
baseline,raw_naming_CAMEL_CASE,3,4374.733,7880,21.746797743000002
baseline,raw_naming_CAMEL_CASE,4,4057.139,7880,16.991298132
baseline,raw_naming_CAMEL_CASE,5,5213.393,7880,25.769801599
baseline,positional_in_17,1,857.236,2672,19.113791092
baseline,positional_in_17,2,902.725,2672,14.408393725
baseline,positional_in_17,3,862.471,2672,20.350003245
baseline,positional_in_17,4,817.539,2672,13.247401956000001
baseline,positional_in_17,5,1205.638,2672,29.937197177999998
baseline,named_batch_4,1,2931.627,9736,13.746399003
baseline,named_batch_4,2,2964.048,9640,20.940999119999997
baseline,named_batch_4,3,3301.812,9840,20.411801783999998
baseline,named_batch_4,4,2965.767,9736,21.424700807999997
baseline,named_batch_4,5,3833.275,9736,13.121300325000002
baseline,positional_derived,1,9216.044,15296,20.9665001
baseline,positional_derived,2,9257.584,15296,20.385199968000002
baseline,positional_derived,3,9698.408,15296,21.317100783999997
baseline,positional_derived,4,9326.505,15296,10.380400065
baseline,positional_derived,5,11413.069,15296,25.063099524000002
baseline,positional_in_expression,1,4541.39,9760,22.811401970000002
baseline,positional_in_expression,2,4291.536,9760,20.230300704
baseline,positional_in_expression,3,4444.189,9760,17.398999935000003
baseline,positional_in_expression,4,4469.849,9760,17.78999902
baseline,positional_in_expression,5,6313.242,9760,30.511898586
baseline,mybatis_batch_4,1,2949.837,8784,18.946803051
baseline,mybatis_batch_4,2,2883.964,8688,20.052201691999997
baseline,mybatis_batch_4,3,2983.48,8888,20.01020036
baseline,mybatis_batch_4,4,2839.492,8784,19.887801968
baseline,mybatis_batch_4,5,3951.783,8784,22.940100315
baseline,raw_select_star,1,279.351,1424,11.767102173
baseline,raw_select_star,2,307.761,1424,24.725518740000002
baseline,raw_select_star,3,320.375,1424,8.4925005
baseline,raw_select_star,4,293.523,1424,23.734563303
baseline,raw_select_star,5,345.616,1424,17.269394671999997
baseline,raw_select_columns,1,828.505,1952,18.973593004999998
baseline,raw_select_columns,2,823.148,1952,21.542606308000003
baseline,raw_select_columns,3,933.056,1952,8.19689696
baseline,raw_select_columns,4,784.311,1952,18.751307388
baseline,raw_select_columns,5,1055.236,1952,11.286804256000002
baseline,mybatis_mixed_literals,1,1576.289,3432,19.870699134
baseline,mybatis_mixed_literals,2,1548.056,3504,21.776503752
baseline,mybatis_mixed_literals,3,1815.779,3504,21.622296331999998
baseline,mybatis_mixed_literals,4,1454.485,3432,16.47349711
baseline,mybatis_mixed_literals,5,1931.374,3432,18.332602008000002
baseline,mybatis_select_columns,1,834.493,1952,17.605298821
baseline,mybatis_select_columns,2,824.679,1952,21.857292215999998
baseline,mybatis_select_columns,3,851.205,1952,21.299702715
baseline,mybatis_select_columns,4,796.203,1952,18.014889078
baseline,mybatis_select_columns,5,978.158,1952,22.266788712
baseline,mybatis_row_in,1,1319.201,3608,19.580900443
baseline,mybatis_row_in,2,1408.279,3704,21.755093992
baseline,mybatis_row_in,3,1594.188,3704,11.054099592
baseline,mybatis_row_in,4,1199.178,3608,7.444497024000001
baseline,mybatis_row_in,5,1587.122,3608,12.76839649
baseline,positional_in_256,1,4430.321,9576,22.940202138
baseline,positional_in_256,2,4348.904,9576,21.831498080000003
baseline,positional_in_256,3,4518.966,9576,18.179800218
baseline,positional_in_256,4,4339.742,9576,19.841300424000003
baseline,positional_in_256,5,5431.48,9576,25.79409852
baseline,raw_delete,1,430.617,1624,22.326199599
baseline,raw_delete,2,432.534,1624,21.545383607999998
baseline,raw_delete,3,437.598,1624,22.386200886
baseline,raw_delete,4,418.505,1624,23.77610606
baseline,raw_delete,5,581.183,1624,22.410416480000002
baseline,positional_subquery_structured,1,1450.369,4704,20.412493306
baseline,positional_subquery_structured,2,1412.465,4704,21.20109965
baseline,positional_subquery_structured,3,1627.944,4704,20.448604583999998
baseline,positional_subquery_structured,4,1408.039,4704,10.229403334999999
baseline,positional_subquery_structured,5,2173.988,4704,31.366298863999997
baseline,positional_nested,1,1214.983,2952,21.570808182
baseline,positional_nested,2,1181.823,2952,17.359798047
baseline,positional_nested,3,1362.249,2952,19.724003271
baseline,positional_nested,4,1158.059,2952,16.906503340999997
baseline,positional_nested,5,1637.627,2952,28.64209623
baseline,raw_naming_UPPER_CAMEL_CASE,1,5400.599,8840,21.629398995000003
baseline,raw_naming_UPPER_CAMEL_CASE,2,5204.418,8840,19.43850123
baseline,raw_naming_UPPER_CAMEL_CASE,3,6233.912,8840,21.563101608
baseline,raw_naming_UPPER_CAMEL_CASE,4,5273.119,8840,19.341800491999997
baseline,raw_naming_UPPER_CAMEL_CASE,5,6266.19,8840,14.474898899999998
baseline,named_derived,1,10571.996,17800,20.499100243999997
baseline,named_derived,2,10635.161,17800,21.142700068
baseline,named_derived,3,11290.409,17800,8.004899981
baseline,named_derived,4,9949.3,17800,18.465900799999996
baseline,named_derived,5,13198.567,17800,24.866100228
baseline,raw_naming_SCREAMING_SNAKE_CASE,1,5290.884,8856,20.835501192000002
baseline,raw_naming_SCREAMING_SNAKE_CASE,2,5339.213,8856,10.443500627999999
baseline,raw_naming_SCREAMING_SNAKE_CASE,3,5890.368,8856,19.20259968
baseline,raw_naming_SCREAMING_SNAKE_CASE,4,5339.805,8856,19.69320084
baseline,raw_naming_SCREAMING_SNAKE_CASE,5,6676.186,8856,23.072898816
baseline,mybatis_naming_UPPER_CAMEL_CASE,1,6092.752,8984,22.02529848
baseline,mybatis_naming_UPPER_CAMEL_CASE,2,6268.348,9368,20.002298468
baseline,mybatis_naming_UPPER_CAMEL_CASE,3,6664.974,9368,21.921099486000003
baseline,mybatis_naming_UPPER_CAMEL_CASE,4,5875.9,8984,20.894700399999998
baseline,mybatis_naming_UPPER_CAMEL_CASE,5,7563.356,8984,19.876499568
baseline,named_raw_expression,1,1529.139,2624,15.653795942999999
baseline,named_raw_expression,2,1505.215,2624,20.43479884
baseline,named_raw_expression,3,1640.209,2624,17.883198727000003
baseline,named_raw_expression,4,1454.403,2624,19.900596249000003
baseline,named_raw_expression,5,2051.381,2624,26.222803322999997
baseline,raw_where_128,1,39734.183,56496,18.714800193
baseline,raw_where_128,2,38318.478,56496,21.151799856000004
baseline,raw_where_128,3,41778.378,56496,9.274799916
baseline,raw_where_128,4,38414.217,56496,15.941900054999998
baseline,raw_where_128,5,48266.169,56496,19.402999938
baseline,positional_select_star,1,288.214,1424,23.376172897999997
baseline,positional_select_star,2,288.06,1424,22.628265239999998
baseline,positional_select_star,3,308.445,1424,25.237586789999998
baseline,positional_select_star,4,279.209,1424,20.618467814
baseline,positional_select_star,5,349.615,1424,28.292593875
baseline,mybatis_where_eq,1,993.339,2960,17.567200215
baseline,mybatis_where_eq,2,1051.105,2984,20.220106885
baseline,mybatis_where_eq,3,1070.126,2984,9.506999384
